"","SELL","GALECTIN","MIF","SELPLG","PARs","CD34","ICAM","TGFb","LAMININ","COLLAGEN","SEMA4","THBS","ITGAL-ITGB2","MHC-I","CD52","VISFATIN","CCL","ANGPTL","SPP1","PTN","FN1","GRN","FLT3","LIGHT","TNF","APP","MK","PECAM1","VCAM","ANGPT","JAM","CXCL","VWF","ADIPONECTIN","NRXN","ESAM","FGF","NOTCH","PSAP","MHC-II","KIT","VEGF","PDGF","BST2","CLEC","TENASCIN","CD96","IL2","CSF","CD45","IL4","THY1","OSM","EPHA","IL1","EPHB","TWEAK","CD39","CD200","IL6","GDF","WNT","BAFF","LIFR","AGRN","NODAL","SELE","BSP","TRAIL","ANNEXIN","SN","CD22","NCAM","IGF","IL16","SEMA7","GP1BA","LAIR1","L1CAM","HGF","GAS","COMPLEMENT","ENHO","PROS","PERIOSTIN","MPZ","LCK","NKG2D","SEMA3","ICOS","CD86","IL12","IFN-II","ALCAM","CD6","MELANOCORTIN","VTN","IL10","ncWNT","RESISTIN","CDH5","SEMATOSTATIN","VISTA","SEMA6","HSPG","NRG","CDH","CHAD","IL7","LT","HH","BMP","CEACAM","CD23","BTLA","PD-L1","CD226","PVR","DMP1","CX3C","CADM","ACTIVIN","CD1D2","PDL2","MAG","CD137","SLURP","CLDN","CDH1","OX40","CD46","SEMA5","CHEMERIN","APELIN","PTH","IL17","RANKL","CNTN","AGT","CD80","CALCR","CD30","EDN","EDA","CSPG4","NGL","GALANIN","NPFF","BRADYKININ","OPIOID","XCR","NPR2","FASLG","VEGI","TAC","NPY","OCLN","OXT","PTPRM","SCT"
"254",0,0,0,0,0,0,0,0,0.0132899000218275,0,0,0.474068373186945,0,0,0,0,0,0.00352228199713623,0.0168659085047299,0,0.0916750696733191,0.00205164757434395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256228406411861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255",0,0,0,0,0,0.00284116713368689,0,0,0.0155686367781838,0.207518523928895,0,0.435187227674857,0,0,0,0,0,0.00372287525546975,0.0175412147362529,0,0.156806455629041,0,0,0,0,0,0,0,0,0,0.00280844576684191,0.00233220422390024,0,0,0,0,0,0,0,0,0,0,0.00108295717885034,0,0,0.0103562136204771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219529754097549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376213516207571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256",0,0,0,0,0,0.00894846281972144,0,0.00392883677289633,0.0244932813021993,0.266609055360263,0,0.361864044510659,0,0,0,0,0,0,0.0202683410147591,0,0.1823349240797,0,0,0,0,0,0,0,0,0,0.00140859875472504,0,0,0,0,0,0,0,0,0,0,0,0.00196544108825818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146071604702509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146452190441876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257",0,0,0.0176059606241263,0,0,0.00458196903188946,0,0.00107946998046896,0.0144042456675451,0.158916262372472,0,0.439835875912401,0,0,0,0,0,0.00198064646976393,0.0126843398478761,0,0.133548552683886,0.000606804641277779,0,0,0,0.00363262149443316,0,0,0,0,0.00149350959753754,0.0020061395809356,0,0,0,0,0,0,0,0,0,0,0.000567744179992293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048140048618274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000623379790377263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258",0,0,0.0217984855381266,0,0,0.00380844557365281,0,0.00452398231272471,0.0243119838097868,0.322094749242854,0,0.424717822750096,0,0,0,0,0,0.00133838583122083,0.0214429836740004,0,0.154804755668436,0,0,0,0,0.00486074067494408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146432488291152,0,0,0.0125759933982069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131233789102016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107807178213948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259",0,0,0,0,0,0,0,0.0022713499134784,0.0200144973146823,0.257634631953122,0,0.424094282973901,0,0,0,0,0,0,0.018285911012215,0,0.179225140196406,0,0,0,0,0,0,0,0,0,0.00349322488618051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026992640533195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121784992138854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311873841866163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260",0,0,0.0773421331017527,0,0,0,0,0.00327059665674186,0.0242559337237616,0.515399594742246,0,0.499914065108577,0,0,0,0,0,0.00291980997634798,0.0164798890585393,0,0.226289731419442,0,0,0,0,0.0585917279934198,0,0,0,0,0.00301663756352038,0,0,0,0,0,0,0,0,0,0,0,0.00364041792345465,0,0,0.0321378400691871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000490178659570587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184930977128352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326970772309941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261",0,0,0,0,0,0.00451932671802073,0,0.00424166398852536,0.0122880092070706,0.139573832663026,0,0.39662011277833,0,0,0,0,0,0.00336701583662404,0.00761001847190524,0,0.07784931568025,0,0,0,0,0,0,0,0,0,0,0.00234125898164705,0,0,0,0,0,0,0,0,0,0,0.000559164229353505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043330005964224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120980934527767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119956996384264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262",0,0,0,0,0,0.00556960515299941,0,0,0.0258277097023996,0,0,0.42415322981927,0,0,0,0,0,0.00598077102503098,0.0111705116177416,0,0.210898388288426,0,0,0,0,0,0,0,0,0,0.00445068387788774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722463808069463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314626553003844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263",0,0,0,0,0,0.000476069331423483,0,0.00047419931086002,0.0121209650620215,0.165460887072612,0,0.336508062407115,0,0,0,0,0,0.00445673863385457,0.0162012707306802,0,0.135348674455958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174625480080082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178819399429947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072858907239745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
