"","MIF","PARs","SELPLG","SELL","GALECTIN","ICAM","CD52","COLLAGEN","ITGAL-ITGB2","CCL","LAMININ","THBS","TGFb","MHC-I","CD34","APP","VISFATIN","GRN","SPP1","VCAM","FN1","ANGPTL","PTN","SEMA4","MK","COMPLEMENT","ANNEXIN","TNF","LIGHT","BAFF","NCAM","CXCL","PECAM1","ADIPONECTIN","JAM","NOTCH","VEGF","PSAP","CSF","ANGPT","BST2","KIT","CLEC","CD45","FLT3","THY1","ESAM","MHC-II","FGF","TENASCIN","CD200","NRG","NRXN","VWF","HGF","PDGF","IL2","LAIR1","IL4","OSM","TWEAK","IGF","SELE","EPHA","IL6","NKG2D","BSP","WNT","CD39","IL1","CD96","AGRN","SEMA7","IFN-II","CD22","CEACAM","IL16","EPHB","LIFR","GAS","MPZ","GP1BA","VISTA","PROS","SN","SEMA3","ALCAM","CD6","PERIOSTIN","GDF","CDH5","CDH","HSPG","CD23","NODAL","ACTIVIN","TRAIL","SEMA6","RESISTIN","ICOS","ENHO","VTN","CD86","L1CAM","IL12","CD80","CADM","LCK","MELANOCORTIN","ncWNT","MAG","DMP1","CX3C","CD46","BMP","CDH1","CSF3","CLDN","CHAD","IL7","LT","BTLA","AGT","CD1D2","SLURP","CD30","SEMA5","APELIN","SEMATOSTATIN","IL10","IL17","GH","PTH","XCR","HH","RANKL","PD-L1","CNTN","GALANIN","CHEMERIN","CALCR","EGF","OX40","CSPG4","PDL2","NGL","EDA","CD226","PVR","CD137","NPR2","EDN","VEGI","OCLN","NT","NPFF","NPY","RELN","TAC","PTPRM","GDNF"
"25",0.0628918007177776,0.0334744161758261,0.033846350733494,0.116222889875828,0.012909702130939,0,0.0025416513349296,0,0.0136425034037472,0,0,0,0.00280489912966372,0,0,0,0.00185919430844905,0,0.00945834730225261,0,0,0,0,0.000997527583651946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106781973388373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032445553764187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0.0130683964789192,0.00135846889359145,0.0600644700215476,0.0533379585523362,0.00994147141252917,0,0.00964657033953199,0,0.0162336635754496,0,0,0,0,0,0,0,0.0022107426393621,0,0.00739062745140961,0.0101692522658095,0,0,0,0.00043848609848206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342459305018363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00541196047128292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",0.0310171499252943,0,0.0684413431958849,0.0163756804307718,0.0157047665334024,0,0.00579954161145575,0,0,0,0,0,0,0,0,0,0.00203987598518904,0,0.00320000830797003,0.00350168664164187,0,0,0,0.00119376634211001,0,0,0.0281389757539701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328262018272905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212142134172369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0.0122773358884318,0.0865882302974013,0.120786783094765,0.007914614143413,0,0,0,0.0160631773414466,0,0,0,0.00523177400136368,0,0,0,0.00275384156764718,0,0.00594004023743061,0.00212754408695589,0,0,0,0.00205718482128538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155241699063765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0.0683797977570738,0.0133607568198479,0.0596058612083508,0.142571336025156,0.00983374731207747,0,0,0,0.0178603683058294,0,0,0,0,0,0,0,0.00119979625214763,0,0,0,0,0,0,0.00445287087572693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",0,0.00245406884811835,0.0893302560280672,0.0978447459602812,0.0111723784892858,0,0.00202043355086344,0,0.0133503866085996,0.000957175309822337,0,0,0.00311933538741808,0,0,0,0.00203458766137489,0.0318715559626451,0.00501906045060106,0,0,0,0,0.000792712418874701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201130313240377,0.00197240775527707,0,0,0,0,0,0,0.000431211421654648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00380569026516722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",0,0.000987438295324567,0.104990207221511,0.100239103198038,0.0132570595790246,0,0.000812746267722862,0,0.014851719136029,0.00366747354508244,0,0,0.00320398645658982,0,0,0,0.00203560445289617,0,0.00906863967681814,0,0,0,0,0.0020728557688575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403379193693017,0,0.00140428883002667,0,0,0,0,0,0,0,0.000341114879390668,0,0,0,0,0,0,0.00208563922655329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204810838014337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",0,0,0.0540782463254393,0,0.013626730931757,0,0.0131748681890392,0,0.0198866085068113,0,0,0,0,0,0,0,0.000703217233789737,0.026140219538564,0.00542919556868643,0.0195716545477002,0,0,0,0.000786356808093197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119127005809057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932658430346788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",0,0.00153835016932953,0.0461178173763368,0.0874153468243269,0.0109910426986312,0,0.00982505247380162,0,0.0153195629407372,0,0,0,0.00274187017578585,0,0,0,0.00220198447391542,0,0.00616566694797546,0,0,0,0,0.00097374293624996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00608737202671011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",0,0.00270567179830285,0.021981373687531,0,0.00546604304581277,0,0.0157661035640228,0,0.014844072475426,0,0,0,0.00359281447428706,0,0,0,0.00078172154952356,0.0455084387441378,0.00170602640090888,0.0182422195376415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187147918365967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102687584726983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",0.0199263074676528,0.000699954879385173,0.0720556467968865,0.0827737668224777,0.0101352349111172,0,0.00114130309224598,0,0.0154777011101323,0,0,0,0,0,0,0,0.00162931737604559,0,0.00631191140616151,0,0,0,0,0.00129609075510152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286193198218943,0,0.000850979993097034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147889820697378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0.00408529598047848,0.0461527105469917,0.109821513604214,0.0108735563010064,0,0.00638678785338942,0,0.0155027919174751,0.000655727242327239,0,0,0,0,0,0,0.00270432277009893,0,0.00943530138457426,0.000809877705116101,0,0,0,0.00251252118601782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063246326288168,0,0,0,0,0,0,0,0.00114336653455497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177697906283605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",0.0104520943822489,0.00370243555999383,0.0430606023428554,0.0650180390754578,0.00567952262948829,0,0.0063378517375292,0,0.0120593566451558,0.00286750882503866,0,0,0.00541179561966487,0,0,0,0.00180039748272121,0,0.00782908392882158,0.00283636511995787,0,0,0,0.00269637810751275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000755175266782474,0,0,0,0,0,0,0,0.00079432635311788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238304047586087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",0,0.00389361257362792,0.0870933481325586,0.08824625603228,0.00974338994566627,0,0.00374483309467969,0,0.0142299177385418,0.000612660162897279,0,0,0,0,0,0,0.00297470195059144,0.0155769056656127,0.00946828229771811,0.000756691781915268,0,0,0,0.000510290307802222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167544616752605,0,0,0,0,0,0,0,0.000811031203070749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166159430388547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
