Pathway 1,send APP,send ANNEXIN,send VISTA,receive ICAM,send ITGAL-ITGB2,receive CD52,receive CEACAM,receive VCAM,send SEMA4,receive NCAM,send BAFF,send LAIR1,receive CD23,receive THY1,send GRN,receive COMPLEMENT,send NCAM,send PARs,receive CLEC,receive IFN-II,send SELL,send CD52,send COMPLEMENT,send MHC-II,send ANGPT,send MHC-I,receive CD39,receive CD34,send JAM,receive ESAM,send ESAM,receive KIT,receive PARs,send GALECTIN,receive PTN,receive MK,send VCAM,receive SEMA7,send EPHB,send LIFR,send PSAP,send MK,receive NPR2,send PROS,receive BMP,receive BSP,receive DMP1,receive NRG,receive CD200,send ICAM,receive BAFF,send LCK,receive LAMININ,receive TGFb,receive VTN,receive ANGPT,send FLT3,receive CSF,send MIF,receive TENASCIN,receive IGF,receive VWF,send BST2,receive WNT,receive ncWNT,send BMP,send PDGF,receive FGF,send TWEAK,receive JAM,receive SEMA4,send GAS,receive SLURP,send SEMA7,receive CDH,send CDH,send COLLAGEN,send IL7,receive APP,receive MIF
send BAFF,0.0,2.2076060502316306,2.064492887634984,2.028948467390685,0.0,0.0,2.1179314305590786,0.0,0.0,0.0,0.0,0.0,2.461163562286077,2.441108097760264,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2.269993723712383,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.10078195703436,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
send LAIR1,2.1485262705283663,2.551580207476332,1.9868915175831727,0.0,0.0,2.3172803285327936,0.0,2.238356181427476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.049024164150574,0.0,0.0,0.0,0.0,0.0,2.216966448731492,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
receive CD23,2.107810515494401,2.118273755665665,2.113012092439719,0.0,0.0,0.0,0.0,0.0,0.0,2.2596432608463424,2.461163562286077,0.0,0.0,0.0,2.345485133414129,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2.026060020961351,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.2802003872861905,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive THY1,2.245771814660725,2.294477195566129,2.15528875028814,0.0,0.0,0.0,0.0,0.0,0.0,2.235355114327372,2.441108097760264,0.0,0.0,0.0,2.3920720242095483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1496837808593723,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.1231124048406858,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send GRN,2.726456769787518,2.6610651727408494,2.8692079366679057,2.1119458326100475,0.0,0.0,1.987824753777232,0.0,0.0,2.1649152594282906,0.0,0.0,2.345485133414129,2.3920720242095483,0.0,2.2431558145502613,2.0319904017448347,0.0,0.0,0.0,0.0,2.576821191900008,2.3517799815677485,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.493587956346123,-2.036440760108732,-2.3683672883371885,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
receive COMPLEMENT,2.239392529837239,2.7652184282139807,2.575553897130677,0.0,0.0,0.0,2.338012304636329,2.2682911251126057,2.103933703230868,0.0,0.0,0.0,0.0,0.0,2.2431558145502613,0.0,2.0538366464557365,0.0,0.0,0.0,0.0,2.398918411827338,2.841090683145236,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-2.2490141617929686,-2.2166127883895013,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send NCAM,2.323161425699161,2.5771434697462587,2.496021661870373,0.0,0.0,2.02641967148513,2.359793565239701,2.624173611436902,2.109951493322664,0.0,0.0,2.049024164150574,0.0,0.0,2.0319904017448347,2.0538366464557365,0.0,0.0,0.0,0.0,0.0,2.0298203236016223,2.720069256139496,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.0621520464036447,-2.0527332367889053,-1.995372900984652,-2.141097910906298,-2.1604974910220283,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
send PARs,2.1992667500223866,2.285890956312406,2.37236092993876,0.0,0.0,2.913009975524428,0.0,2.244809481763532,1.9744550147914808,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.9791335289297705,2.944178439503483,3.000624830983028,2.4978348266788832,2.418091239277396,-0.0,-2.4025458991261583,-2.321784085560503,-0.0,-0.0,-0.0,-0.0,-0.0,-2.026916371701069,-2.762843221514291,-0.0,-0.0,-0.0,-0.0,-2.768889588797243,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.0516330625696297,2.3979742676005693,0.0,-0.0,-2.1059672078878755,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
receive CLEC,2.0855429776547,0.0,2.251151436422157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9791335289297705,0.0,0.0,2.650620988853394,2.4554559971008656,2.221786689179683,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.0927078723562285,-2.009007642927904,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.2429616654611744,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
receive IFN-II,2.252814282911212,2.23099122245876,2.3007433986623003,0.0,0.0,2.447084460944424,0.0,0.0,2.039466618812365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.944178439503483,0.0,0.0,2.478453932481553,2.1821540964781945,2.45009648974313,-0.0,-2.3833085981853004,-2.017060786366386,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.5965271088403994,-2.0507839188763906,-0.0,-2.0154757705498176,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.25157407081214,0.0,-2.1848402492655743,-2.050928282127608,-2.066255077874671,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
send SELL,2.33661257948094,2.65402706411055,2.8661988222003907,2.2709707703806896,2.2247707657046423,2.561946413551437,0.0,0.0,2.167397039184373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000624830983028,2.650620988853394,2.478453932481553,0.0,3.688617951520399,2.636101881944719,-0.0,-2.454208978118769,-2.64832156513491,-0.0,-0.0,-2.144280082795433,-2.207420299478145,-2.217919059325756,-2.213244549897144,-2.9705722284340217,-2.221998776539555,-0.0,-2.560525720386642,-0.0,-2.63852684709454,-2.2534789435551628,-2.0469955304854897,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.9886691542358703,2.6891981316786366,0.0,-2.1684066818484835,-2.538439636362924,-2.1255220802503016,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
send CD52,2.59070249273403,3.207969435402612,3.523149933235961,3.2651945032582166,2.986169239638226,2.9034876003092087,2.5887323000668507,2.367008200729389,2.9310080555376934,0.0,0.0,0.0,0.0,0.0,2.576821191900008,2.398918411827338,2.0298203236016223,2.4978348266788832,2.4554559971008656,2.1821540964781945,3.688617951520399,0.0,3.498784794610251,-2.300474540593019,-2.849378000055073,-3.1493628239644504,-1.988524319695508,-2.0785205279581302,-2.465733327260684,-2.546214618607083,-2.5178905297339016,-2.842367862924689,-3.182221536503397,-2.464279864797551,-2.595599918389549,-3.03648140737277,-1.9796519018375245,-2.5157745951092774,-2.416363994532192,-2.423793583536983,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.100237536679766,-2.1736656904662834,0.0,0.0,-2.2010397578855594,-2.4822375120084774,-2.111682993058295,-2.1140859758553643,-2.471470518188196,-2.385258865544847,-2.1570359899898817,-2.035637973042025,-2.055314520201053,-1.9924909850941173,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
send COMPLEMENT,3.149142214577956,3.3118402882290123,3.6658583788856736,3.105255860470328,2.6452063911880668,2.9509123209619705,3.0279482141076475,3.094639518169472,3.084786324958941,0.0,2.269993723712383,2.216966448731492,2.026060020961351,2.1496837808593723,2.3517799815677485,2.841090683145236,2.720069256139496,2.418091239277396,2.221786689179683,2.45009648974313,2.636101881944719,3.498784794610251,0.0,-2.815690801727548,-3.1733705933873257,-3.250987143870985,-2.45724150665491,-2.4129608554454145,-2.1558473877453808,-2.257056110521517,-2.298584166690761,-2.858269783200141,-3.311277526191937,-2.845154489727104,-2.585034488685141,-3.1527116912534723,-2.6692007680616983,-2.229461793370337,-2.325608403713052,-1.9887731382794924,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-2.338902465068421,-2.0250455762942843,-2.133647934030393,-2.155225291296043,-2.0081668758022406,-2.143985938129445,-0.0,-0.0,-0.0,-0.0,-0.0,-2.1487292196432173,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
send MHC-II,-0.0,-0.0,-2.203268158721263,-1.9754173687131749,-0.0,-0.0,-2.014995371717773,-2.3946253783330897,-2.287506188957771,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.300474540593019,-2.815690801727548,0.0,3.8028427336474713,4.044623431914898,3.597903425253681,3.382085688620234,3.4266052190519014,3.29475417017322,3.295355418455656,2.878821834024285,3.2144210746287376,0.0,0.0,2.014018635780286,2.465151280811484,2.131043573613709,2.1703212374723035,2.499019553218196,2.693200497607125,2.1861547098330214,2.143239441848101,2.194192082844669,2.068791091333228,2.0368421191679342,2.094966041395676,2.0968163541171023,2.532098276159152,2.60106525938306,2.695304712392588,2.506565368395563,2.230334020529676,2.422376921147936,2.4914766844082337,2.410530034254041,2.11877612410058,-0.0,-0.0,3.1358428571075025,2.360196233719045,2.646329642775312,3.180452751845784,2.810333729092706,3.006262373456821,2.8518173004030296,2.423603899355592,2.8902727257212804,2.9299317410488928,2.480162107421835,3.325496070856204,2.924120772567916,3.0670525790658623,2.598062235948949,2.252785385518772,2.2665755138327057,2.823815912010748,2.7169624803009045,3.006604099374848,3.4925889037068707
send ANGPT,-0.0,-2.043036627369574,-2.719222619615456,-2.295613492977864,-2.150224065468977,-2.3572376063233937,-2.1122601568175186,-2.4047307618511207,-2.567988901408864,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.4025458991261583,-0.0,-2.3833085981853004,-2.454208978118769,-2.849378000055073,-3.1733705933873257,3.8028427336474713,0.0,3.9737308610795647,3.2654816004836733,3.33189259594703,3.398139441921061,3.3220627178767845,3.3291196602890176,3.1567935206915525,3.7083425705969897,0.0,0.0,2.3325447035393867,2.2143436828458176,2.43059781966515,2.553966358085544,2.6595943869353618,0.0,0.0,2.0368026758102977,0.0,0.0,0.0,1.9622035214020723,1.999284932701068,2.050189336743437,2.1163863617783893,2.1702665034371686,2.373606994306796,2.290697170378872,2.184636194822101,2.659556056264329,2.6474608133942903,2.276212294832805,-0.0,-0.0,3.317260826642224,2.847533177051908,3.160017720531982,2.486093602770826,2.796691704892958,2.807950761050926,2.722887881072186,2.4399372374811987,2.6829971031720627,2.7196208296804567,2.44759493482734,2.818094298714283,2.7206657637639995,2.4353531833630657,2.44518744379226,2.1288925096234927,2.1844031310977567,2.7510407818046687,2.2447641303164816,2.3563268426098807,2.703807910887146
send MHC-I,-0.0,-1.9786413045622,-2.633181608683423,-2.3732275670628726,-2.2877161293490738,-2.4651004256066247,-2.137725869799194,-2.3948757416471547,-2.587068847207622,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.321784085560503,-0.0,-2.017060786366386,-2.64832156513491,-3.1493628239644504,-3.250987143870985,4.044623431914898,3.9737308610795647,0.0,3.4167308401234373,3.126028274797316,3.543672269804332,3.373191181649476,3.3508443589876142,3.1531556865659964,3.77013515868182,0.0,0.0,2.4249373810841086,2.62794620027914,2.6407144897236283,2.554836868931184,2.794517870621101,2.091098566638117,2.0770067864697497,2.193754504525007,2.007180393947736,0.0,1.97508079366922,2.014713193315522,1.9709609087065263,2.294040712733968,2.2445188404277188,2.131383550510039,2.344706570823593,2.1920692063719143,2.2581476759121824,2.5427824997827626,2.6626574835427173,2.338378147844479,-0.0,-0.0,3.1778363906205542,2.845851195325902,2.899133538047529,2.839669448117623,2.7791500439592776,2.9516271311537703,2.8583064615036173,2.428248352703464,2.908891254088448,2.929925868126885,2.558681467575429,2.8089554179513074,2.854438946122802,2.9155395751628213,2.663497624866761,2.197410426119252,2.2006029942145027,2.8885946830171965,2.544845874242378,2.645367777533235,2.924895362875658
receive CD39,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.988524319695508,-2.45724150665491,3.597903425253681,3.2654816004836733,3.4167308401234373,0.0,3.007331865393607,3.0531812784622674,3.0307018980576217,3.006962507824998,2.386235520523752,2.812863952868154,0.0,0.0,0.0,0.0,0.0,0.0,2.3163278099363063,2.2916667612317267,1.9647644479267967,2.046315009475295,0.0,1.965147598962496,0.0,0.0,0.0,0.0,2.04489641664939,2.2943746993004943,2.4079279381749394,2.285306583398164,2.19825044879036,2.382630716595891,2.3718516489511305,1.9956916205712407,-0.0,-0.0,2.9090823651514133,2.2454273987385025,2.5505698258619587,2.188924218271062,2.4118435535447267,2.4509725886921148,2.533941977545238,2.3111888665437155,2.4084915206123294,2.611408332036095,2.3725313523733083,2.751288085353246,2.3825772566875667,2.263019645233909,2.2183407301833764,0.0,0.0,2.532063655146777,2.2446273776028205,2.3711503010101365,2.673538903748776
receive CD34,-0.0,-0.0,-0.0,-2.227900001594003,-2.0344723364677115,-2.0481807311529545,-0.0,-2.2369619232515845,-2.108225708236328,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.0785205279581302,-2.4129608554454145,3.382085688620234,3.33189259594703,3.126028274797316,3.007331865393607,0.0,3.245704312773808,3.015075691848704,3.0066403510881607,0.0,2.7732945911916267,0.0,0.0,0.0,0.0,0.0,0.0,2.1531563181193385,2.218817480702655,2.155424642106654,2.220064073791968,2.438510839121742,1.9963339426384656,2.2026899359795244,2.221128590736426,2.1592059910382284,0.0,0.0,0.0,2.235064178731525,2.113764261116136,2.007958027538251,2.5644203532975207,2.438291523157976,2.1683098219121306,-0.0,0.0,3.2095375817856144,2.006711243704118,2.8443132705544114,2.823909892629872,2.602895772878529,2.4641659605201847,2.7185454404438434,2.6555569941467003,2.436733807553405,2.376470675902073,2.4027651133053496,2.682985291547484,2.523991093573457,2.3587478882238506,2.483741587965368,2.20836818282206,2.2162511252914765,2.336424134605363,2.4597626385768168,2.4019632225447056,2.6640262590806563
send JAM,-0.0,-0.0,-0.0,-1.9697506773329627,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-2.144280082795433,-2.465733327260684,-2.1558473877453808,3.4266052190519014,3.398139441921061,3.543672269804332,3.0531812784622674,3.245704312773808,0.0,3.3895773700513843,3.3840493850021427,2.2183776135495696,2.82561823263236,0.0,0.0,0.0,0.0,2.244339958608804,2.077736044755689,2.5001430859107234,2.1681373352577658,2.247833135463863,2.250667917517524,2.307798638659476,2.124032940043646,2.2718930199676977,2.29909128931938,2.202903836562332,2.1028269103937287,2.0279920725733604,2.0979001240731523,2.2165671021254134,1.9838379461400053,2.0226356290375875,2.597716358830759,2.5489169812019097,2.395949877968736,-0.0,-0.0,3.277741373625158,2.619888006970961,2.8840501109267223,2.607959605025444,2.6755159618438293,2.6413795992618927,2.9447913155870253,2.8292728006948096,2.7683124590285124,2.7500667296741743,0.0,2.632153076390485,2.825708115903354,2.880632505236708,2.8676199524963435,2.586954967963853,2.581731648424772,2.6666330706775256,2.6233507670301046,2.55477307747886,3.024284338496529
receive ESAM,-0.0,-0.0,-0.0,-2.0412711186283,-2.066297956588993,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-2.207420299478145,-2.546214618607083,-2.257056110521517,3.29475417017322,3.3220627178767845,3.373191181649476,3.0307018980576217,3.015075691848704,3.3895773700513843,0.0,0.0,2.3491177683746733,2.892911026363602,0.0,0.0,0.0,0.0,2.1077952829177,2.06966787696178,2.3963142054792264,0.0,2.112370754384076,2.057093909763309,2.092681615875327,1.963818496815373,2.046892019750189,2.1027402672624462,2.02180777827521,0.0,0.0,1.9930063043097728,2.2845445939772304,0.0,0.0,2.416886936000524,2.5704786877148607,2.27022938895725,-0.0,-0.0,3.118181032239659,2.479127114497994,2.781485599612074,2.232438193059145,2.494358252324524,2.4467673768098166,2.736431827994591,2.5385067719861323,2.5241730971621608,2.641623775295175,2.660863430625201,2.4788158621560505,2.636734721097255,2.584566040096836,2.4552769485634656,2.1432008110538847,2.163563842737317,2.498762443637525,2.3770373623817416,2.3841997325877253,2.7199670109867085
send ESAM,-0.0,-0.0,-0.0,-2.0310668032091868,-2.062959120668823,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-2.217919059325756,-2.5178905297339016,-2.298584166690761,3.295355418455656,3.3291196602890176,3.3508443589876142,3.006962507824998,3.0066403510881607,3.3840493850021427,0.0,0.0,2.351034618157421,2.907199500348901,0.0,0.0,0.0,0.0,2.1269850401173787,2.0513670244459417,2.400234413545651,0.0,2.0980437930088143,2.054905340199462,2.0809448940044577,1.982749223998072,2.054320916720967,2.0949189792631846,2.0092255618307138,0.0,0.0,1.9907686850955588,2.2407261521668063,0.0,0.0,2.4078545400982043,2.581292504420029,2.288576763497621,-0.0,-0.0,3.1397913978841654,2.4793019570869514,2.8211889143743734,2.2118116171601,2.499825557365825,2.459126275212012,2.702820397763848,2.545637468922301,2.555158339355988,2.647200511741814,2.675956893865353,2.4610691650542367,2.641162089106224,2.543367483102724,2.482057384036344,2.123569481273307,2.1762721903710824,2.493854982297783,2.372088517599926,2.391353074703704,2.721483018237228
receive KIT,-2.2107859051039567,-0.0,-2.785145786769344,-2.31253854131152,-2.2398527510415,-0.0,-2.080100560706002,-2.014593249565677,-2.355574168769132,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.026916371701069,-0.0,-0.0,-2.213244549897144,-2.842367862924689,-2.858269783200141,2.878821834024285,3.1567935206915525,3.1531556865659964,2.386235520523752,0.0,2.2183776135495696,2.3491177683746733,2.351034618157421,0.0,2.8471969548732567,2.2783661008578657,0.0,2.0887129071834143,2.396512758965103,2.187912991643514,2.105226230807918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,2.3499113038475112,0.0,0.0,2.305520579256221,2.3293745027182444,0.0,0.0,2.091961186662115,1.9884209898705167,0.0,2.020489306299711,1.969558994684543,0.0,0.0,0.0,0.0,2.0154755212833577,0.0,0.0,0.0
receive PARs,-2.529135036921492,-2.773730850412272,-3.09179189339061,-2.1831891870182183,-0.0,-2.770496048737624,-2.1609988035970567,-2.4895196786668703,-2.410706168649568,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.0621520464036447,-2.762843221514291,-2.0927078723562285,-2.5965271088403994,-2.9705722284340217,-3.182221536503397,-3.311277526191937,3.2144210746287376,3.7083425705969897,3.77013515868182,2.812863952868154,2.7732945911916267,2.82561823263236,2.892911026363602,2.907199500348901,2.8471969548732567,0.0,2.3946888527217176,0.0,2.733702515800832,2.497935675672056,3.0970239736107024,2.5237322063799263,2.6476449521092182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4223380546111906,0.0,2.7092238632040333,2.5230504609979563,2.181784270954148,-0.0,-0.0,3.121077452902668,2.788912195751632,3.1418565992384937,0.0,2.167964196210146,2.2695423445538565,2.188797358818806,2.0712663985970194,2.0772108491492896,2.452416565231468,0.0,2.0437782534812805,0.0,0.0,0.0,0.0,0.0,2.17425513607772,0.0,0.0,0.0
send GALECTIN,-3.091352393964654,-2.634687933615535,-3.2625727842296413,-0.0,-0.0,-2.001662739415744,-2.102325259224498,-0.0,-0.0,-2.084406404618461,-0.0,-0.0,-0.0,-0.0,-2.493587956346123,-0.0,-2.0527332367889053,-0.0,-2.009007642927904,-2.0507839188763906,-2.221998776539555,-2.464279864797551,-2.845154489727104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2783661008578657,2.3946888527217176,0.0,0.0,2.579268538170664,2.353412521891501,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
receive PTN,-2.00482386764366,-2.835764025069736,-2.7030193242978053,-2.4289475344474027,-0.0,-0.0,-2.315333733640053,-2.0582331276107726,-2.21957820473188,-0.0,-0.0,-0.0,0.0,0.0,-2.036440760108732,-2.2490141617929686,-1.995372900984652,-0.0,-0.0,-0.0,-0.0,-2.595599918389549,-2.585034488685141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.062026032108151,0.0,0.0,0.0,2.356641343187177,2.017783014224268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive MK,-2.612927492897726,-3.111896055158166,-3.2360708109921275,-2.4751694225825407,-2.0328838596477925,-2.444867485686194,-2.3536842413741432,-2.24298587561058,-2.483019666589544,-0.0,-0.0,-0.0,-0.0,-0.0,-2.3683672883371885,-2.2166127883895013,-2.141097910906298,-0.0,-0.0,-2.0154757705498176,-2.560525720386642,-3.03648140737277,-3.1527116912534723,2.014018635780286,2.3325447035393867,2.4249373810841086,0.0,0.0,0.0,0.0,0.0,2.0887129071834143,2.733702515800832,2.579268538170664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.9930698908480504,1.9612644241682609,2.16884210703336,1.9975457670139392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send VCAM,-2.336798702173453,-2.175337715442043,-2.443767891624887,-0.0,-0.0,-0.0,-2.051082408545157,-2.129457719333658,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.1604974910220283,-0.0,-0.0,-0.0,-0.0,-1.9796519018375245,-2.6692007680616983,2.465151280811484,2.2143436828458176,2.62794620027914,0.0,0.0,0.0,0.0,0.0,2.396512758965103,2.497935675672056,2.353412521891501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
