Pathway 1,send SEMA4,send VISTA,receive IFN-II,send APP,send CD52,send GRN,send IL2,send COMPLEMENT,send PARs,receive VCAM,receive NCAM,send NCAM,receive CEACAM,send ANNEXIN,receive CD52,send LAIR1,receive SELL,send CD34,receive IGF,send SELPLG,receive SELPLG,send SELL,receive CCL,send VISFATIN,send PROS,receive COLLAGEN,receive SEMA7,receive SEMA3,receive CLEC,send SPP1,receive CSF,receive IL6,send PSAP,send MIF,receive CD39,receive NOTCH,send ANGPTL,receive PECAM1,send PECAM1,send CCL,receive LAMININ,receive TENASCIN,send ICAM,send OSM,receive TWEAK,receive EPHB,receive TGFb,send CXCL,send TNF,receive ANGPTL,receive CD200,send PDGF,receive EPHA,receive CD22,send CD45,send TWEAK,send WNT,send NKG2D,receive GALECTIN,send ICOS,receive SELE,send SEMA6,send ITGAL-ITGB2,receive CD86,send CD86,receive PERIOSTIN,receive VTN,receive VWF,send GDF,send IL7,receive ENHO,send AGRN,send APELIN,send EPHB,receive BMP,send IL1,send CSF,receive IL17,send CD39,receive SEMA5,send LAMININ,receive SEMA6,receive VISFATIN,receive NRG,receive BSP,receive DMP1,send CD1D2,send THBS,send CD46,receive SLURP,send NOTCH,receive MAG,send MAG,send CLEC,send MK,receive FGF,receive IL1,receive WNT,send FLT3,receive ITGAL-ITGB2,receive ACTIVIN,send COLLAGEN,send LCK,send LIGHT,receive ncWNT,receive APP,receive MIF,receive SPP1,send FGF,receive ESAM,send ESAM,receive ANGPT,send JAM,receive JAM,receive VEGF,receive ICAM,receive COMPLEMENT,receive CD23,receive THY1,receive BAFF,receive GRN,send BAFF,receive ALCAM,send CD6,receive ADIPONECTIN,send LIFR,send VEGF,receive MK,receive PTN,send ANGPT,receive PARs,send GALECTIN,send MHC-I,receive PDGF,send THY1,receive KIT,receive THBS,receive CXCL,send BST2,send IL16,receive SEMA4,receive FN1,send VCAM,send MHC-II,receive CD34,send TGFb
receive SELE,0.0,0.0,0.1319675443598974,0.215442391795806,0.1845288848539671,0.0,-0.1176096100556863,0.0,-0.1390552866907329,0.0,0.0,0.0,0.0,-0.1765471737515108,0.0,0.0,0.0,0.0,-0.188159085512669,0.2392924132703936,0.1717747952029615,0.2016067630437398,0.304099006485622,0.148496476931795,0.1892577084334979,0.0,0.1682988793053938,0.1354388629251816,0.213914142422411,0.2387248505580904,0.2886479549193177,0.2878121303480996,0.2552700420547706,0.0,0.0,0.1623767975610485,0.0,0.0,0.0,0.0,0.0,0.0,-0.1341153180971538,0.0,0.0,0.0,0.0,0.0,0.1330750531051459,0.1339242534965905,-0.1504307370672283,0.0,0.0,0.0,0.0,0.1163303100286683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1162524325176883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1403477462718883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1413824206951803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1777773651874097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1955596345573159,-0.1452883488004339,0.0,0.0,0.0,0.0,-0.2122813856763798,-0.1630499459139994,-0.1171455655554307,-0.18133070413113,0.0,-0.1473506769127831,0.0,0.1182459219747201,0.0,0.2307463698969616,0.0,0.0,0.0,0.0,0.0
send SEMA6,0.0,0.0,0.0,0.1226618311511149,0.1207304700072921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1465374516705691,0.2136483700422042,0.142127625126172,0.1519672632029999,0.2223048963271652,0.1557078212170824,0.1536693328528944,0.136355322282598,0.0,0.1274640772388623,0.1761580040759784,0.1449120783489856,0.2877677128045963,0.178605655682582,0.2136755531713013,0.1315265087381963,0.0,0.0,0.0,0.0,0.0,0.1425385289591746,0.0,0.0,0.1480840326283909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1298721248048491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1517814418254611,0.1517814418254611,0.0,0.0,0.0,0.1127831738859494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1144685849211135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1341813562801275,0.0,0.0,0.0,0.0,-0.1986526917795805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1607583807892677,0.0,0.1800784474598589,0.0,0.0,0.0,0.0,0.0
send ITGAL-ITGB2,0.1183483656355822,0.1892966598070378,0.1585473406190262,0.2064716100036419,0.1561370176275823,0.2349757169769075,0.0,0.148287208996355,0.0,0.0,0.0,0.0,0.0,0.0,0.1387240220858524,0.1435874786460939,0.0,0.0,0.0,0.1942782029414301,0.1291675328581844,0.1550822171032778,0.1534386158333223,0.1429709249996983,0.1978171286453292,0.1408002363943518,0.1826625004209378,0.1512071798853941,0.1674454818967755,0.1351489244851379,0.1666725682698651,0.1366150637514329,0.2588898010069896,0.0,0.1227267789012349,0.0,-0.1396199304588329,-0.112325108581236,-0.112325108581236,0.0,0.1294664728776433,0.0,0.1418977163479842,0.1151153735075135,0.0,0.0,0.0,0.0,0.1156065229205088,0.0,0.0,0.1439773901883361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1969544083757416,0.0,0.0,0.0,0.1832952345323291,0.1617204579889444,0.0,0.0,0.0,0.1220066990230524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1259142214017487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1253197287038288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1251119783208834,0.0,-0.1760464105996576,-0.1347139113586935,0.2282084329955255,0.0,0.0,0.1654761524819396,0.0,0.0,0.0,0.0,0.0
receive CD86,0.1490149301645402,0.2478375173671504,0.1766250719914406,0.1692129094571097,0.2686782592646842,0.2166345496178998,0.0,0.1690451915949347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1145608621555116,0.0,0.0,-0.1779379796152727,0.2406674347767694,0.1725357459962566,0.2084459300550877,0.2396887320141917,0.114820935251718,0.151348111085968,0.1397191397811039,0.1832770433240448,0.1423297251155072,0.2375859496748943,0.2285548212199951,0.2406549416372139,0.2645749763098116,0.2790861531586606,0.0,0.0,0.0,-0.1205138524747476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1218176817166787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1847737948428844,0.0,0.0,0.1832952345323291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1817195204607762,-0.12608388613921,0.0,0.0,-0.1227798673671786,0.0,0.1601961449204439,0.0,0.1594275954857341,0.1225270279786306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1176162755321727,-0.129422464739401,-0.1839895092101137,-0.1288974073687842,-0.1912214543056142,0.0,-0.2044185470698587,-0.1145834464881597,-0.1255664294626416,0.0,-0.1786423009625413,-0.2190146684568303,0.1995869989436476,0.0,0.0,0.1798160997705948,0.0,0.0,0.0,0.0,0.0
send CD86,0.0,0.0,0.0,0.1673006128539283,0.1908299710105563,0.1641502987994023,-0.1243938734136244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1949959987670579,0.2539932839828149,0.1867566146774602,0.1928134867637918,0.1506412472767571,0.1324666071398118,0.1571805802003091,0.1486640465199132,0.1779557512866877,0.1157954225937842,0.2304005629206494,0.2227922675545676,0.2342367740510551,0.2319424861164946,0.2645137562293657,0.0,0.0,0.0,-0.1348164817462616,0.0,0.0,0.1445797056681395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135724125617078,0.1323363078074021,0.1270601885403937,0.0,0.0,0.0,0.0,0.0,0.1420895710220596,0.0,0.1498319880589443,0.0,0.0,0.1162524325176883,0.0,0.1617204579889444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1157714081557651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1300715154609338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488461719215296,0.0,0.1238516485582883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1569466007078612,0.0,0.0,0.0,-0.1664041767785308,-0.2018537435018094,0.152753505521957,0.1236070472492916,0.0,0.2374780252821962,0.1182328400047836,0.0,0.0,0.0,0.0
receive PERIOSTIN,0.0,0.0,0.0,0.0,0.0,0.0,0.1438051654973309,-0.1163102179135384,0.0,-0.1171216233448204,0.0,-0.1321653897227244,0.0,0.0,-0.1177196283464284,-0.1167297733652506,0.1493414098109237,0.1485678455874633,0.0,0.202815641091129,0.1554637933644414,0.1316076393958515,0.1559007814517148,0.0,0.1279947813081355,0.0,0.0,0.1344551600762689,0.1305485171352861,0.0,0.1846269727778988,0.1684942707592048,0.1379756721272949,0.1367417450962975,0.1718795753587512,-0.1134933734337076,-0.1368500407666228,0.1264497151125508,0.1264497151125508,0.1137810044112814,0.0,0.0,0.1296962981722204,0.0,0.0,0.0,0.0,0.1237788831107603,0.1727200556029677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1177854018347625,0.1289160072676743,0.0,0.1265986057582519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1459784510300571,0.0,0.0,0.0,0.17799528160444,0.0,0.0,0.1520256646309172,0.0,0.1189301345739898,0.0,0.0,0.181893138778794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1865872321734352,0.0,0.0,0.0,0.0,0.0,0.0,0.1140868863257006,0.0,0.0,0.0,0.0,0.0,0.0,0.1777352759234573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1183795800667127,0.0,0.152457310955718,0.0,0.0,0.1232393873808913,0.0,0.1377346763198138,-0.1284086767461942,0.0,0.1622017333412966,0.1983079266132986,0.0,0.149925870140592,0.0,0.1301942465944637,0.183080492637518,0.1956586890619008,0.1771307202575448
receive VTN,0.1717501754819874,-0.1604640593641652,0.0,-0.1580361500344406,-0.1188566265497776,0.0,0.0,-0.1848931039526323,0.0,0.0,0.0,-0.1360396025170743,0.0,0.0,-0.1143140183892506,-0.1268069469959944,0.1455597177021109,0.1434774667887086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1846504948028773,-0.1313261543656705,0.0,0.1200251459766293,0.1200251459766293,0.0,0.0,0.0,0.1245089510307435,0.0,0.0,0.0,0.0,0.1438829707712566,0.0,0.0,0.0,0.1310595525058872,0.1162454360415507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1140536645221708,0.0,0.0,0.0,0.1207450750388023,0.0,0.0,0.0,0.0,0.1210549428541471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1594320563304358,0.0,0.1577587541137271,0.1461837838577994,0.0,0.0,0.0,0.0,0.1256472649657151,0.1372551556057303,0.0,0.0,0.0,0.1586981934382959,0.1705279159460282,0.1705279159460282,0.0,0.1501116597471065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1428971498411511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665335966451019,0.137163259234705,0.2283192771663849,0.2156161953160439,0.0,0.2312045123397195,0.0,0.0,0.1493769467036793,0.0,0.0,0.115993149977703,0.0,0.0,0.1813090114101543,0.2019923535030689,0.1275312840281015
receive VWF,-0.1307570278300393,-0.1535506747635603,0.0,0.0,0.0,0.0,0.0,-0.2085792665244915,0.0,0.0,-0.1475387380324112,-0.190200660272919,-0.1230163462052375,0.0,-0.1545518108654137,-0.1398777123915295,0.1258574618883777,0.1230731647978716,0.0,0.0,0.0,0.0,0.1244864484825157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1830943317185648,-0.1694494081535021,0.0,0.0,0.0,0.0,0.0,0.0,0.1212338084788266,0.0,0.0,0.0,0.0,0.1713000014870307,0.0,0.0,0.0,0.1775197847710951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1457837336027373,0.0,0.0,0.0,0.1220845916152518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1643965030332406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1638966964072543,0.0,0.1308126154535751,0.0,0.1142201774640948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1174858075725649,0.1744406019820343,0.1744406019820343,0.1965503190293961,0.2090553155496764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189382772293925,0.0,0.2460180096489328,0.1404393391641717,0.151470866990606,0.1999159198283734,0.0,0.1426547244115458,0.0,0.0,0.0,0.1320829351026385,0.0,0.1324741785749675,0.0,0.1524245959379191,0.1943396517633505,0.1757985660687738,0.2150066020298296
send GDF,-0.1186914107500593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.115137532205053,-0.1491635527890107,-0.1556573690147287,-0.1258719996306934,-0.1256353795697577,0.0,-0.1203993606854705,0.1297978367584663,0.1302055215639448,0.0,0.148447998875732,0.1369822517725365,0.0,0.0,0.0,0.0,0.1824950315689838,0.1305741038913673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159890228388714,0.0,0.0,0.1372736721637873,0.0,0.0,0.1566658329472093,0.1603707426769565,0.0,0.0,0.0,0.1424817553688353,0.1268785802678813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1634877311133024,0.0,0.0,0.0,0.0,0.1220066990230524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189437204901049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1631314093977584,0.1804038537579715,0.0,0.0,0.0,0.0,0.1564807338339358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1377221675984018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1271192201245933,0.0,0.0,0.0,0.0,0.0,0.1318932988518851,0.1234114021750526,0.1779978484539714,0.0,0.0,0.0,0.0,0.1494106757577121,0.0,0.1234687435487242,0.1221559534762935,0.1444499718900072,0.1646956744189781,0.1573834851559838
send IL7,-0.1852256570499917,-0.1601833269029927,-0.1328328858052314,0.0,0.0,0.0,0.0,-0.1398086768473674,0.0,-0.1283281333131131,-0.1194707696793257,-0.1371330845089151,0.0,0.0,-0.1559923261075572,-0.115808043137439,0.2095275464615139,0.2096528434411849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1529341434547358,0.1577332059030431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1203188248321536,0.1373320505238316,0.1184697180854464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1506173334638457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1263695383800371,0.0,0.0,0.0,0.0,0.1555541242759226,0.0,0.0,0.0,0.0,0.0,0.1445337052697714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165432548005561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1593946865399182,0.1238220808423101,0.1780633077771909,0.1434142328442808,0.1871988245407069,0.1569603123205987,0.195362521993773,0.0,0.0,0.1417941294162974,0.0,0.0,0.0,0.1191095251824976,0.0,0.0,0.0,0.1486811821032725,0.1145014988920863
receive ENHO,0.0,0.0,0.0,0.0,0.0,0.0,-0.1268660604278618,-0.1184834574453146,0.0,0.0,-0.1147712892048374,-0.1355772121982108,0.0,-0.1419544377924139,0.0,0.0,0.0,0.0,0.0,0.1123456921191628,0.0,0.0,0.1351110377907917,0.0,0.1168230110289942,0.0,0.1213307186882362,0.0,0.0,0.0,0.1174139360165083,0.1380923616245109,0.0,0.0,0.0,-0.1159887701588561,0.1364758755847983,-0.1196898336539967,-0.1196898336539967,0.0,0.0,0.1627694331650913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120587129392504,0.0,0.0,0.0,0.0,0.0,0.0,0.1379347804241406,0.1374678252639495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1459784510300571,0.1140536645221708,0.1457837336027373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1517444811712811,0.0,0.0,0.0,-0.1226027023851854,0.0,0.0,0.0,0.1145561426701026,0.1383330943173452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1445495903562645,0.1169980837504333,0.1610738388719797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1198914492818098,0.1198914492818098,0.0,0.1325354494435453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1499964265851774,0.0,0.0,0.0,0.0,0.0,0.0,0.1465930368896018,0.1762379723154735,0.0,0.0,0.122083487667381,0.0,0.0,0.0,0.0,0.1356854668395974,0.0,0.0,0.0,0.0,0.1193983001703006,0.1240477257129914,0.0,0.0,0.1502275616955223
send AGRN,-0.1201703935121035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1343050801063575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1294180549339729,-0.1565561129427608,-0.1539723431288791,0.0,0.0,0.0,-0.1184780955792273,0.0,0.0,0.0,0.0,0.0,0.0,-0.133508084171796,0.1840229759677038,0.0,-0.123514547848122,0.0,-0.1319586947797197,-0.1319586947797197,-0.1143538679467867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1238575692299078,0.0,0.1229310082802357,0.1267277961031024,-0.1150932607965211,-0.1150932607965211,0.0,0.0,0.0,-0.1205173233612511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1166947504727372,0.0,0.0,0.0,0.0,0.1213744586391736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1301849964630725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1297411063100917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1150564032428741,0.0,0.0,0.0,0.0,-0.1405163479893623,0.0,0.0,0.0,0.0,0.0,0.0,0.1122651523172513,0.1563030879233258,0.205535100162724,0.0,0.0,0.0,-0.1330742113450076,0.0,0.0,0.0,0.0,0.0,0.0,-0.1378997819272454,0.0,0.0,0.0,-0.1350811131399811,0.0,-0.1320651470472546
send APELIN,-0.1265278266560101,-0.1211027729667766,-0.1301191730204394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1539341196970818,0.0,0.0,0.0,0.0,0.0,0.2498063446274687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.116508764461462,0.0,0.1420453282210357,0.1251932054942367,0.0,0.0,0.0,0.0,0.144155462693895,0.1489779390735796,0.0,0.0,0.0,0.2046796610777807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1166947504727372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1654742098833378,0.1126203872115064,0.1477979900219172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1245484798232005,0.0,0.0,0.1315346840697623,0.0,0.0,0.0,0.0,0.0,0.0,0.1716660336256607,0.1540876910201615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1252652227759063,0.0,0.0,0.0,0.0,-0.1246792312043099,0.1885306482391984,0.0,0.175539704521581,0.2014803088220844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1575111922864589,0.2257507290999477,0.0,0.1537527647794573,0.0,0.0,0.0,0.0,0.0
send EPHB,-0.1759681314690351,-0.1126429230984236,0.0,-0.1494437561303089,-0.1595817738979335,0.0,0.0,-0.1193248993659118,-0.1256355073628081,0.0,-0.1866331241009568,-0.1840104364161534,0.0,0.0,-0.1356715337095333,-0.1192943793945182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1553032443180591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189437204901049,0.0,0.0,0.0,0.0,0.0,0.0,0.1792955376197324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118002550671009,0.1141797157012365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1289884754581698,0.0,0.1284833688845811,0.12848336902736,0.1552989594250544,0.1599724351378448,0.0,-0.1238124340603362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1425415744405856,0.1132825255891038,0.1282073429075567,0.1796614352469497,0.134475724471718,0.1898226878048404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1268952494386072,0.1361325405415561,0.1149077805980364,0.1360263635585606,0.0,0.0
receive BMP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1134078863293166,0.1126016949291963,0.0,0.0,0.0,0.0,0.1308767347631926,0.1311141125298043,0.12571980066964,0.0,0.0,0.0,0.0,0.0,0.0,0.1253620063949153,0.1169389790278382,0.1186833205495262,0.1579420681913586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1219403760175372,0.1440080523258684,0.1226764343468001,0.0,0.0,0.0,0.0,0.0,0.1501013004536571,0.1709341664047202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1157714081557651,0.17799528160444,0.1207450750388023,0.1220845916152518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1312824156748326,0.0,0.1641262135935848,0.1892923846167478,0.1705384163794113,0.0,0.0,0.0,0.116628352208962,0.0,0.0,0.0,0.0,0.0,0.0,0.2525080782067639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1124542075496059,0.0,0.0,0.0,0.0,0.0,0.0,0.1257397566447591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1249541141406143,0.1508504733570889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1695559745441586,0.0,0.1348075698018506,0.0,0.1290033341364371,0.1346236118753692,0.1123747149500215,0.0,0.1638242927829924,0.0
send IL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1208901001177383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1306987340653624,0.0,0.1399159540300241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1536423382323222,0.0,0.0,0.0,0.1473775899611473,0.1432057165909563,0.0,0.0,0.210537247094709,0.0,0.0,0.0,0.1926116044313845,0.1381254802828052,0.0,0.0,0.1415380654397129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1792955376197324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1582063910904327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1269485226161757,0.0,0.0,0.0,0.0,0.1284238891808118,0.0,0.0,0.1158384081771795,0.1578831995563648,0.1578831995563648,0.2313347128816016,0.1602327838299061,0.1177515420717784,0.0,0.0,0.0,0.0,0.0,-0.1138598616884356,0.0,0.0,0.0,0.0,0.0,0.1288135815627352,0.0,0.1349883648002197,0.1304434399210358,0.0,0.1233117930239728,0.0,0.1480174473093996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1495020195810362,0.0,0.0,0.115584370611468,0.1327503607895088
