Pathway 1,send SEMA4,send VISTA,receive IFN-II,send APP,send CD52,send GRN,send IL2,send COMPLEMENT,send PARs,receive VCAM,receive NCAM,send NCAM,receive CEACAM,send ANNEXIN,receive CD52,send LAIR1,receive SELL,send CD34,receive IGF,send SELPLG,receive SELPLG,send SELL,receive CCL,send VISFATIN,send PROS,receive COLLAGEN,receive SEMA7,receive SEMA3,receive CLEC,send SPP1,receive CSF,receive IL6,send PSAP,send MIF,receive CD39,receive NOTCH,send ANGPTL,receive PECAM1,send PECAM1,send CCL,receive LAMININ,receive TENASCIN,send ICAM,send OSM,receive TWEAK,receive EPHB,receive TGFb,send CXCL,send TNF,receive ANGPTL,receive CD200,send PDGF,receive EPHA,receive CD22,send CD45,send TWEAK,send WNT,send NKG2D,receive GALECTIN,send ICOS,receive SELE,send SEMA6,send ITGAL-ITGB2,receive CD86,send CD86,receive PERIOSTIN,receive VTN,receive VWF,send GDF,send IL7,receive ENHO,send AGRN,send APELIN,send EPHB,receive BMP,send IL1,send CSF,receive IL17,send CD39,receive SEMA5,send LAMININ,receive SEMA6,receive VISFATIN,receive NRG,receive BSP,receive DMP1,send CD1D2,send THBS,send CD46,receive SLURP,send NOTCH,receive MAG,send MAG,send CLEC,send MK,receive FGF,receive IL1,receive WNT,send FLT3,receive ITGAL-ITGB2,receive ACTIVIN,send COLLAGEN,send LCK,send LIGHT,receive ncWNT,receive APP,receive MIF,receive SPP1,send FGF,receive ESAM,send ESAM,receive ANGPT,send JAM,receive JAM,receive VEGF,receive ICAM,receive COMPLEMENT,receive CD23,receive THY1,receive BAFF,receive GRN,send BAFF,receive ALCAM,send CD6,receive ADIPONECTIN,send LIFR,send VEGF,receive MK,receive PTN,send ANGPT,receive PARs,send GALECTIN,send MHC-I,receive PDGF,send THY1,receive KIT,receive THBS,receive CXCL,send BST2,send IL16,receive SEMA4,receive FN1,send VCAM,send MHC-II,receive CD34,send TGFb
send PROS,0.1179393759207095,0.1536134124544344,0.1423344746819825,0.1910412578437137,0.2759038211322377,0.1951415431073327,-0.2614287633210745,0.0,-0.1678688525784865,-0.2643387434645243,-0.2180442104371863,-0.2153739781340417,-0.1340014575252385,-0.1881056103737305,-0.1145743383083668,-0.1288410875798181,0.0,0.0,-0.3282880537390092,0.4068179595773009,0.3141249462782338,0.3145353885809239,0.2336309152719193,0.3229350039224102,0.0,0.2438235995246042,0.3115432120200471,0.2137011269375927,0.3519678955009142,0.2640645056692555,0.4206592633148184,0.4180575490052148,0.3835638508537479,0.1615567854143594,0.0,0.0,0.1595982860359764,0.0,0.0,0.1412979721497003,0.1952539578358194,0.1448519386178301,0.0,0.1364840396321919,0.0,0.1249458417329937,0.0,0.1518170266280355,0.1847189745161336,0.1664038695456615,-0.1717649377377907,0.0,-0.1183797623006703,0.0,0.0,0.2061376220299581,0.1355391037757757,0.1654035009522731,0.145113593028494,0.1927153397612747,0.1892577084334979,0.1536693328528944,0.1978171286453292,0.151348111085968,0.1571805802003091,0.1279947813081355,0.0,0.0,0.0,0.0,0.1168230110289942,0.0,0.0,0.0,0.12571980066964,0.1306987340653624,0.0,0.0,0.0,0.0,-0.1128662862729024,0.1456569129406236,0.0,0.0,0.1191215267960972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1190232222336345,0.1523992402583757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1209702336540285,0.0,0.0,0.0,0.0,0.0,0.2075041248328213,0.0,0.1519883716332422,0.1147601203121434,0.0,0.0,-0.1202076862693153,0.0,0.124472341901908,0.0,0.0,-0.1874111848794614,-0.133963427893741,-0.1349122535533115,0.0,0.0,-0.1237061528902324,0.0,-0.1868575136709217,-0.1422508240411057,-0.1698843709092843,-0.2007449702397005,-0.2712946685706967,-0.2294143567402523,0.1885048058076895,0.2285009836650899,0.0,0.3153976423958679,0.1703337580082351,0.0,0.117501255582394,0.2050205067546482,0.2194891328517626
receive COLLAGEN,0.0,0.1222214032663302,0.1438707417347057,0.2042085380585767,0.2344098386293678,0.1409792107983966,-0.1885738955304762,0.0,-0.1635060060238761,-0.1669302895163195,-0.1503518006557983,-0.1451697294076888,-0.194332411903423,-0.1636671885549862,0.0,-0.1142212358045572,0.154911524719874,0.1538355910336567,0.0,0.2966503264727137,0.2828793122602582,0.2925402361486022,0.2739928213828509,0.2029448433604514,0.2438235995246042,0.0,0.0,0.184548946444092,0.2582933361833493,0.2265615912250844,0.3422036994240912,0.3313332476320461,0.3481425352337142,0.1235028872743193,0.0,0.0,0.1423716384806703,0.1235640837571923,0.1235640837571923,0.1228883150614535,0.0,0.0,0.0,0.137705001225032,0.0,0.1456770272210072,0.0,0.1531022091759532,0.1592038883727206,0.0,-0.1506772779160961,0.0,0.0,0.0,0.0,0.1439487117481057,0.1404825630744317,0.1219558746492273,0.0,0.1869605409232271,0.0,0.136355322282598,0.1408002363943518,0.1397191397811039,0.1486640465199132,0.0,0.0,0.0,0.1824950315689838,0.0,0.0,-0.1184780955792273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1741658161857355,0.0,0.1342346298431072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1397351938818856,0.115795728650373,0.115795728650373,0.0,0.0,0.0,0.1195977571558475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1191783619271329,0.0,0.0,-0.1501559753692088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149441149601447,0.0,0.0,-0.1851799952892156,-0.1788849297932975,-0.1600560554730429,0.0,0.0,-0.1315294809394721,0.0,-0.1967317839879058,-0.1484671908363643,-0.1636400328454687,-0.1347552108377141,-0.1888316123608729,0.0,0.1445339944392862,0.1650599401427941,0.15637489381592,0.2470405814346914,0.0,0.0,0.156584469681664,0.1573611679371172,0.14978416437109
receive SEMA7,0.2143578077248894,0.0,0.0,0.0,0.2561787974732589,0.1680032195009056,-0.2849148132482986,0.0,-0.3507669665410953,-0.2706920110790654,-0.2823689957205039,-0.2979674427067858,-0.1829872493276883,-0.2566777301280227,-0.1357324247239851,0.0,0.0,0.0,-0.2032475480836122,0.40975803363838,0.3365954123889872,0.3362949540450141,0.2376197388488537,0.2803515618235012,0.3115432120200471,0.0,0.0,0.184885759903648,0.2928390113836088,0.254999526496294,0.3559459825835658,0.3675169827291625,0.4302523762719942,0.0,0.0,0.0,0.1784331216260578,0.1311581160491913,0.1311581160491913,0.1552648293279107,0.0,0.0,0.0,0.173424792552273,0.0,0.1265604792265587,0.0,0.1475927951249699,0.1181171093916736,0.0,0.0,0.0,-0.1281019055257353,0.0,0.0,0.2171895515101509,0.1688596561136273,0.0,0.1426475734876585,0.2133386827976585,0.1682988793053938,0.0,0.1826625004209378,0.1832770433240448,0.1779557512866877,0.0,0.0,0.0,0.1305741038913673,0.0,0.1213307186882362,0.0,0.0,0.0,0.0,0.1399159540300241,0.0,0.0,0.0,0.0,0.0,0.1277321692434122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1397653456425887,0.1579933437945591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1715725664823812,0.1715725664823812,0.0,0.0,0.0,-0.1283777416481996,0.1439845526612451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1561332242419219,0.0,0.0,0.0,0.1560161735310167,0.0,0.0,-0.1239744566790462,0.0,-0.1582940039989802,0.0,0.1647524483215708,0.1301579797450286,0.0,0.1657495889542284,0.0,0.0,0.2400425925431887,0.1880852396933742,0.2915697779392643
receive SEMA3,0.1777391820860064,0.2705132607148761,0.2928247117585276,0.1718255862197205,0.2077287385383691,0.2351425585599997,-0.1504384146245483,0.245806165683385,0.0,-0.1433021369231686,-0.1268991723428258,0.0,0.0,-0.1448655159106759,0.1593920583313067,0.1232747203946467,0.124081139595293,0.1230077929167926,-0.1867376630207212,0.217261357017464,0.2342110376846798,0.2168972829870122,0.1785330858257698,0.1563861051490681,0.2137011269375927,0.184548946444092,0.184885759903648,0.0,0.1540455541785609,0.148705172554629,0.2896391069040854,0.2944783654512565,0.2319701987403296,0.1517316901977113,-0.1452402188248576,0.0,0.1519805305087847,0.0,0.0,0.1411640245707241,0.1340132266209451,0.0,0.1240574563336807,0.0,0.0,-0.1372917991408963,0.0,0.1789080478664733,0.0,0.1307753407722703,-0.1333462685759382,0.0,0.0,0.0,0.0,0.1274488478198657,0.1709475767293136,0.1385701873299523,0.1344168178693529,0.2344406737410381,0.1354388629251816,0.1274640772388623,0.1512071798853941,0.1423297251155072,0.1157954225937842,0.1344551600762689,0.0,0.0,0.0,0.0,0.0,0.0,0.1539341196970818,0.0,0.0,0.0,0.1236773825164957,0.1445529684691291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1437418445206016,0.0,0.0,0.0,0.0,-0.1781743234144112,0.0,0.0,0.0,0.0,0.0,0.1281820546518711,-0.26442151450986,-0.117242688878759,-0.1172426888787589,-0.1595714926598309,-0.1483906194219028,-0.1213162580109376,0.0,0.1572473276582674,0.1700998039849759,0.132995364742259,0.1331919635322812,-0.1287154099590449,0.0,0.0,0.0,0.0,-0.2202968686186876,0.0,-0.1394616033467352,-0.1740942796084538,0.0,-0.2961855942018475,-0.173394661799437,-0.3058354978077106,-0.2449287316641984,-0.1779936607288217,-0.132675732185688,-0.1893203516317491,-0.2321861268314773,0.1595651262193984,0.1730078167780909,0.0,0.0,0.1304003542969356,0.0,0.1174467967416704,0.1844862790879323,0.1410003297295878
receive CLEC,0.1153963830745741,0.2378171657667762,0.2305874688268979,0.2615099356999499,0.4521351092150092,0.1919314177833839,-0.2201360366227225,0.1647015241827484,-0.1154968419836605,-0.1948583997468438,0.0,0.0,0.0,-0.140850592893025,0.0,0.0,0.0,0.0,-0.3435164742752565,0.4499471213422122,0.412658272862763,0.4495832285317935,0.2944571301672582,0.2912403495804327,0.3519678955009142,0.2582933361833493,0.2928390113836088,0.1540455541785609,0.0,0.3575474043564642,0.5159284382512633,0.4832826521632072,0.47635621971851,0.1466654079617363,0.0,0.1340904419550173,0.1705630157670203,0.1407519751467722,0.1407519751467722,0.2010031866560594,0.1678953549962725,0.0,-0.1285550346708119,0.0,0.0,0.0,0.0,0.0,0.1765588330693212,0.2724935107412676,-0.1298691670980835,-0.118182867288687,-0.112544242093598,0.0,0.0,0.1203854509442614,0.0,0.1249562905256145,0.1820089060349677,0.2291964398840838,0.213914142422411,0.1761580040759784,0.1674454818967755,0.2375859496748943,0.2304005629206494,0.1305485171352861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1297214200294111,0.0,0.0,-0.1139879029439314,0.0,0.0,0.0,0.0,-0.1775931348971399,-0.1579875181425274,-0.2270095437513075,-0.2270095437513075,-0.1663517493231374,-0.2376413074449644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1152217483012561,0.0,0.0,-0.2286370643908017,-0.1985484887458885,-0.1543018464956458,-0.1819828129902336,0.0,-0.2145463039861628,-0.1583493318835339,-0.3669740486179107,-0.2548899155699204,-0.1818932978816098,-0.2081978902641565,-0.2827003056981531,-0.3088234564718145,0.3592919469084775,0.2434009603950864,0.0,0.322773222611145,-0.1169628136014639,0.0,0.0,0.0,0.0
send SPP1,0.1655605339504028,0.3425078062525718,0.342983857060856,0.31440838176068,0.3710372156999836,0.3276711178477746,0.0,0.2004856726679495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3449835919228527,0.3196460576768651,0.289290781467747,0.3412263992165597,0.2233461902883431,0.2258321503323903,0.2640645056692555,0.2265615912250844,0.254999526496294,0.148705172554629,0.3575474043564642,0.0,0.4188651879835698,0.2946511876355098,0.4438570615252599,0.0,0.0,0.0,-0.133157805820546,0.0,0.0,0.1617440932539854,0.159740620816533,0.0,0.0,0.0,0.0,0.0,0.0,0.1360010971498919,0.1969584983630088,0.1826036585397165,0.0,0.0,-0.1268573969729577,0.0,0.0,0.1250063107123926,0.1747908374689454,0.0,0.17442359919591,0.1727774369604285,0.2387248505580904,0.1449120783489856,0.1351489244851379,0.2285548212199951,0.2227922675545676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1447368224012784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1851904346155959,-0.1202772114553938,-0.1202772114553938,0.0,-0.195540552638786,0.0,0.0,0.1324059722169513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1149559310887787,-0.1616838224779577,-0.1685332363468035,-0.2505450596818369,-0.2018301354375403,-0.2620037659918501,-0.14525550680705,-0.2234809477091069,-0.12810297828655,-0.1546335319811139,0.0,-0.2949115182829875,-0.2810273151619695,0.194273389158151,0.0,0.1620374375982677,0.2646796486955016,0.0,0.0,0.0,0.0,0.0
receive CSF,0.0,0.175932681760793,0.2718582460667441,0.2852328305097714,0.4745704622853298,0.1814920038803283,-0.312613287165318,0.0,-0.1967467658997957,-0.4245752532353785,-0.3672539358958052,-0.3338951785855318,-0.1888682604388974,-0.3024358203905612,-0.1176339190936231,-0.2121234500434701,0.3128304271830455,0.3142961344510216,-0.5999761628990716,0.6678234102558205,0.6324427170728999,0.6658078669646815,0.5920099188962469,0.5034066204799645,0.4206592633148184,0.3422036994240912,0.3559459825835658,0.2896391069040854,0.5159284382512633,0.4188651879835698,0.0,0.6748485644324389,0.6420864108423103,0.3233371001519125,0.0,0.1958394280422878,0.247105389271591,0.2074441808008496,0.2074441808008496,0.1971691214800243,0.2491838776421731,0.1507118144929906,0.2388695431510654,0.1385802537860478,0.1183929124630432,0.1480808551494239,0.0,0.1856877946836496,0.277689010758171,0.2155276720661017,0.0,0.0,0.0,0.0,0.0,0.1555624837322053,0.2071684730451558,0.1864258271759842,0.2453964756099998,0.2848856972683121,0.2886479549193177,0.2877677128045963,0.1666725682698651,0.2406549416372139,0.2342367740510551,0.1846269727778988,0.0,0.0,0.0,0.0,0.1174139360165083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1342923327644391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1221554884521407,-0.1178421168354507,0.0,0.0,0.0,0.0,-0.1804191708740417,0.0,0.0,0.0,0.0,0.0,-0.1437845026454365,-0.2773000545379596,-0.2328124007810513,-0.2328124007810513,-0.1661993868591801,-0.1763056390630835,-0.163401127520789,-0.1403612382881998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41450417199246,-0.2754948613396437,-0.2635176476726384,-0.1170781460186031,0.0,-0.2127525691736395,0.0,-0.2915879090524336,-0.2299213914749833,-0.1163163502737016,-0.1955234984616359,-0.2904835467433798,-0.3086118736930114,0.2314580733374613,0.4093060415476217,0.2752672217632694,0.4758894233106458,0.1247821253851039,0.0,0.2444651631603096,0.2319688131420019,0.2642245158708181
receive IL6,0.1331569395315923,0.0,0.1323642865715821,0.1425095378806478,0.411935372186532,0.1318385111703322,-0.413175595194628,0.0,-0.351873413758702,-0.4542998199272918,-0.3984291237104801,-0.3972207939823671,-0.2402412826567239,-0.3885142408064354,-0.2284226356324323,-0.237446079480154,0.3416999189091925,0.3420290959433016,-0.4925255674715726,0.6589066848617937,0.5727469738446519,0.563914842368913,0.3263477502518263,0.4226549633123,0.4180575490052148,0.3313332476320461,0.3675169827291625,0.2944783654512565,0.4832826521632072,0.2946511876355098,0.6748485644324389,0.0,0.623888270109368,0.2899292327874631,0.0,0.1819996537230334,0.2904513493830539,0.2373538609420147,0.2373538609420147,0.1686733715071589,0.2970518556834967,0.1601967213531488,0.1923538020318201,0.0,0.0,0.1947376742797239,0.1359554064005201,0.0,0.1816876109049069,0.2444879876083184,-0.1321376464115066,0.0,0.0,0.0,0.0,0.1394163378541088,0.2111862445110302,0.2553404349450436,0.2142916406435457,0.2770236477618583,0.2878121303480996,0.178605655682582,0.1366150637514329,0.2645749763098116,0.2319424861164946,0.1684942707592048,0.0,0.0,0.0,0.0,0.1380923616245109,0.0,0.0,0.0,0.1253620063949153,0.0,0.0,0.0,0.0,0.2170109562806118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120688885608068,0.1323936294485686,0.0,0.0,0.0,0.0,0.0,0.0,0.1294052683795922,0.0,0.0,0.1308106533370665,-0.1517905694900024,0.0,0.0,0.0,-0.1197321664113087,-0.1311483653593825,-0.1923638824506157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.117500227516821,-0.117500227516821,-0.3357454460497234,-0.3176261675384391,-0.2731166839269012,0.0,0.0,0.0,0.0,-0.1921785051993981,-0.1279712158271727,0.0,-0.1295463037626181,-0.2723285958627736,-0.247354498381574,0.2343864512351264,0.3842256108682175,0.2289278229802882,0.5376543149864215,0.1616945979520792,0.1212291164619992,0.3034621618221872,0.3388050979942704,0.3326703541331713
send PSAP,0.0,0.2371486041525598,0.245581245776689,0.22274102931543,0.5158188608196383,0.2938580003685619,-0.3610995476151232,0.0,-0.3525766434189078,-0.3867981327176672,-0.3370831238909088,-0.3480812358848753,-0.1664784060542234,-0.2725144279280771,-0.1506724371336999,-0.1742485968339002,0.2711146542960373,0.2706744804494441,-0.5501006680785088,0.6816976893209556,0.6970122022360671,0.7105322318380095,0.3837675307920186,0.3962245556499884,0.3835638508537479,0.3481425352337142,0.4302523762719942,0.2319701987403296,0.47635621971851,0.4438570615252599,0.6420864108423103,0.623888270109368,0.0,0.0,0.1140261346578399,0.0,0.1970922515538958,0.2288421109240311,0.2288421109240311,0.1778323135984675,0.29669194621005,0.1638453579456455,0.2185772647997685,0.2340024497731032,0.0,0.1327013648919784,0.0,0.1639522401888035,0.2568907609522982,0.2450502553000321,0.0,-0.1248837898227012,-0.1759752612025367,0.1596713865519596,0.1596713865519596,0.2321848666174709,0.1724630909998847,0.1361547399809578,0.2840921993775265,0.3803790720462742,0.2552700420547706,0.2136755531713013,0.2588898010069896,0.2790861531586606,0.2645137562293657,0.1379756721272949,0.0,0.0,0.0,0.0,0.0,-0.133508084171796,0.0,0.0,0.1169389790278382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1238686510970761,0.0,0.0,0.0,0.0,0.0,0.0,0.1151225575498675,0.1143738027524645,0.0,0.1350722214908867,-0.1326700089581966,0.0,0.0,0.0,0.0,0.1945013518176942,-0.1997849144741903,0.1467564853459411,0.0,0.0,0.0,0.0,0.0,0.0,-0.2024994577823151,-0.2024994577823151,-0.2109977560322126,-0.3299523000895244,-0.2950479558212759,-0.1265318358047218,0.0,-0.1577248166456646,0.0,-0.1903806034192904,0.0,0.0,-0.1410632394513543,-0.2959469542388565,-0.2888292630671414,0.2447953246697601,0.3035489072114237,0.3537251163834478,0.4921992966371697,0.1841094026541586,0.1509603620177635,0.3400655727871962,0.302013609961808,0.3852544835517797
send MIF,-0.3651162236855955,-0.4045050361790943,-0.1959365003809565,0.0,0.0,-0.2624484796905916,-0.2106098760846358,-0.2564863690630654,0.0,-0.357307703066244,-0.3361993115335497,-0.3314157787693779,-0.2608439375832657,-0.3620230402772132,-0.2499088938864196,-0.2925152154302715,0.4719617749345125,0.4730778330918438,-0.1290697397778981,0.2210490270503176,0.1323975888321827,0.0,0.2525452992092614,0.3271746024813241,0.1615567854143594,0.1235028872743193,0.0,0.1517316901977113,0.1466654079617363,0.0,0.3233371001519125,0.2899292327874631,0.0,0.0,0.0,0.0,0.2063831032400963,-0.1180564375489529,-0.1180564375489528,0.1904461238689261,0.1533026667534892,0.1377363210482434,0.1408051301144779,0.0,0.2356281269689586,0.205432680929873,0.1435427069474624,0.128754165575938,0.1913472099740189,0.1127279123587711,0.0,0.1356405731605859,0.2448386064073809,0.0,0.0,0.0,0.1958561415643769,0.1510162503678036,0.0,0.0,0.0,0.1315265087381963,0.0,0.0,0.0,0.1367417450962975,0.0,0.0,0.0,0.1529341434547358,0.0,0.1840229759677038,0.2498063446274687,0.0,0.1186833205495262,0.0,0.0,0.2685262614074752,0.0,0.1307997037560163,0.0,0.0,0.1327670464915807,0.1393912846795068,0.1147704484533819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1623034044705909,0.0,0.0,0.1726418205185892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1229719766557733,-0.1229719766557733,0.0,0.0,-0.2684194375232356,0.0,-0.2031910015041421,-0.2210531641080483,-0.2070954208137249,-0.2136348342740126,-0.3199026558196065,-0.1599990289733312,0.0,0.0,0.0,-0.3637577602021174,0.0,0.0,0.4785069017402096,0.6236670702833351,0.210273760331191,0.1825625729019483,0.0,0.0,0.1566775349230821,0.0,0.0,0.1203903839727484,0.26603197826087,0.5662878518453696,0.0,0.2207035226084284,0.0,0.0,0.1373843823126224,0.225447921896401,0.1192123546519907
receive CD39,0.260655051307212,-0.1277215909619103,-0.1771436200483596,-0.1829808942171605,0.0,0.0,0.1577332059030431,-0.3021743235053394,-0.2491498590043221,-0.2121498240795761,-0.1861711506574364,-0.2195888250478553,0.0,-0.1477187448127709,-0.3021447847003795,-0.221286990026407,0.3045038580960457,0.3027374837937072,0.0,0.1507148920805402,0.1875602209389789,0.1345826980032918,0.2274912772593078,0.0,0.0,0.0,0.0,-0.1452402188248576,0.0,0.0,0.0,0.0,0.1140261346578399,0.0,0.0,0.0,0.0,0.1901721143966955,0.1901721143966955,0.1706761166026703,0.1135997366390892,0.2120344854309558,0.2031495313233051,0.1324356724390259,0.1641506550475655,0.1417089704006899,0.2436853524215152,0.0,0.0,0.1233598937334471,0.2229926628710418,0.0,0.0,0.0,0.0,0.0,0.0,0.1350527941779798,0.0,0.0,0.0,0.0,0.1227267789012349,0.0,0.0,0.1718795753587512,0.1846504948028773,0.1830943317185648,0.0,0.1577332059030431,0.0,0.0,0.0,0.0,0.1579420681913586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1322180254931599,0.1775612563018705,0.1206846712033454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1553862415591997,0.1634972226807511,0.1523695032921288,0.1238414754084612,0.1701610034317972,0.2006479541588801,0.1683263012107915,0.1702356587414348,0.1740473118296839,0.1130078515452017,0.1541298768616277,0.1797612057083293,0.2280343064765914,0.2799029427703164,0.238035992549102,0.238035992549102,0.1924964278698773,0.2243730138216835,0.1666240332434445,-0.1493615314824488,0.0,0.0,0.0,0.0,0.0,-0.1217557749800357,-0.1335450235252348,0.0,0.0,0.0,0.0,0.0,0.2451917269493773,0.1699777977992206,0.36329977548374,0.2800211806798435,0.3426649314800911,0.3911243910220407,0.2313304733462067,0.2375528443509758,0.1324989339938258,0.1888677592230986,0.0,0.0,0.1993046332361455,0.2126498844965249,0.2357657952794604,0.3115638145669466,0.390538924229124,0.2931742880640716,0.3239943489281362
receive NOTCH,-0.133538294365935,0.0,0.0,0.0,0.0,-0.1883890649757759,-0.1153675967828866,-0.1690213582439705,-0.2835004227277848,-0.2800405517628475,-0.1202570275831486,0.0,-0.1691266990076927,-0.2271909640012876,-0.1538848765947077,-0.2038965383746549,0.211989890446364,0.2123842966457501,0.0,0.1572077759164784,0.2148040575060355,0.2279362174624037,0.2704189194153127,0.0,0.0,0.0,0.0,0.0,0.1340904419550173,0.0,0.1958394280422878,0.1819996537230334,0.0,0.0,0.0,0.0,0.0,0.1800919158281951,0.1800919158281951,0.1382978690889715,0.0,0.0,-0.1910675305976729,0.0,0.0,0.0,0.0,-0.116676358895356,0.0,-0.1352669406325742,0.0,-0.1261902515684321,0.0,0.122657364397301,0.122657364397301,0.0,0.0,0.1199207423705364,0.138874934409577,-0.1549943466105908,0.1623767975610485,0.0,0.0,0.0,0.0,-0.1134933734337076,-0.1313261543656705,-0.1694494081535021,0.0,0.0,-0.1159887701588561,-0.123514547848122,0.0,0.0,0.0,-0.1536423382323222,-0.1481879471771084,0.0,0.0,0.0,0.0,0.0,0.0,-0.1444924665485703,-0.1399515791083839,-0.1603937027310207,0.0,-0.1170962083676348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1196909835329212,0.0,0.0,0.0,-0.2097273649387202,-0.1260925305643047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1659631769196061,0.0,-0.1780307494247356,-0.1885632462475487,-0.2313624670710838,-0.2373665616703694,0.0,0.0,0.0,-0.1357594895473287,-0.1357594895473287,0.0,-0.1196986387327783,0.0,0.0,-0.1441557080297666,0.0,0.0,-0.1149265433327357,-0.1812860577060753,0.0,0.0,0.0,-0.1622106134759342,0.0,0.0,0.1312678037958223,0.1417839955184876,0.0,0.0,0.0,0.0,0.0
send ANGPTL,0.1707408600715884,-0.1150761601526733,0.0,0.0,0.1814681158333705,0.1213239055272024,-0.2253095419499028,-0.172024546163147,-0.2283246516702496,-0.2413017760553794,-0.2191933136084406,-0.2182549198562529,-0.1647428273327147,-0.2148742240553097,-0.193617187953017,-0.1140054261167997,0.1406543807077098,0.1413822041660786,-0.1461652707362296,0.2656362907998446,0.2116748968581624,0.189949289601523,0.21073032864968,0.1723168801943518,0.1595982860359764,0.1423716384806703,0.1784331216260578,0.1519805305087847,0.1705630157670203,-0.133157805820546,0.247105389271591,0.2904513493830539,0.1970922515538958,0.2063831032400963,0.0,0.0,0.0,0.1304939451522662,0.1304939451522662,0.165913492634385,0.1645077279984525,-0.1165934510079741,0.1681424830665983,0.0,0.1369505061699922,0.1448884058429281,0.1615080040789019,0.0,-0.123651791939378,0.0,0.0,0.1722006160460064,0.170978261456413,-0.1787957868883719,-0.1787957868883719,0.0,0.1208583989532131,0.0,-0.1887770107151738,0.1233821810323432,0.0,0.0,-0.1396199304588329,-0.1205138524747476,-0.1348164817462616,-0.1368500407666228,0.0,0.0,0.159890228388714,0.0,0.1364758755847983,0.0,0.0,0.0,0.0,0.0,0.1276817324294071,0.0,0.0,0.1162289917372344,0.1702327335164955,0.1377470271042288,0.0,0.0,-0.1176147806007358,0.0,0.0,0.0,0.0,0.0,0.0,0.1288359069639114,0.1288359069639114,0.0,0.0,0.0,-0.1168601000289628,0.1611734592759426,0.0,0.0,0.0,0.0,0.1270990036232031,0.0,0.1436038873806567,0.0,0.0,0.123151711674389,0.0,0.0,0.0,0.0,0.0,-0.1437947731574125,0.1364119698272821,-0.1617150754935283,-0.1490648795413472,-0.1777638512751379,-0.1730525460853341,-0.133002943388508,0.0,0.0,0.135607256473747,0.135607256473747,-0.1453118076770655,0.1345115097490699,0.2069030525258947,0.1962350439501571,0.1909224546496654,0.0,0.1358561964253854,0.1880490933686961,0.0,0.1142703824450494,0.0,0.2191196556831909,0.2039465822061104,0.1729421125022749,0.1823440434364562,0.0,0.2055906153974233,0.1375685718742528,0.2012137847260476,0.2139012656230195,0.1854672925659901,0.19423158733063
