Pathway 1,receive CCL,send ANNEXIN,receive CXCL,receive ANGPTL,send CD80,receive FN1,send VCAM,send CD39,send BST2,send ICAM,receive SEMA4,receive IL1,send CD86,send SELPLG,receive CD86,receive PECAM1,send PECAM1,receive CD39,receive NOTCH,receive BAFF,send CLEC,send MHC-I,send MHC-II,receive IL17,receive IL6,send PROS,receive IFN-II,send TWEAK,receive SEMA3,receive NCAM,receive GRN,receive ANGPT,send EPHB,send GP1BA,receive PERIOSTIN,receive VTN,receive TWEAK,receive BSP,receive VWF,receive DMP1,receive NRG,send CD23,receive IL16,receive MHC-II,receive RANKL,send IGF,receive BST2,receive LAIR1,receive CADM,send CADM,receive BMP,send BAFF,send BMP,receive TGFb,send PDGF,send GAS,receive OSM,send GH,send LT,receive FGF,send GDF,receive GAS,receive PROS,receive SEMA5,receive SEMA6,receive ENHO,receive CEACAM,receive CLEC,receive WNT,send NOTCH,send VISFATIN,send SPP1,send FN1,send AGRN,send IL7,send CSF,receive VISFATIN,send MK,send THBS,send NKG2D,receive ncWNT,send TNF,send OSM,receive ACTIVIN,send APELIN,send CD46,receive NGL,receive GDF,send CD1D2,send ICOS,receive ALCAM,send CD6,receive CD45,send CD22,send ITGAL-ITGB2,receive MHC-I,send WNT,send COLLAGEN,receive ITGAL-ITGB2,receive SLURP,receive CSF,receive VCAM,receive MAG,send MAG,receive ICAM,receive JAM,receive COMPLEMENT,receive CD23,receive THY1,send CXCL,send IL1,receive SEMA7,receive ADIPONECTIN,send FLT3,receive CD22,send CD45,receive APP,receive MIF,receive GALECTIN,receive SELE,receive LAMININ,receive SPP1,receive IGF,send ANGPTL,receive SELL,send CD34,receive KIT,send LIGHT,receive PDGF,send ANGPT,send LIFR,receive CD34,receive PARs,send FGF,send JAM,receive ESAM,send ESAM,send APP,receive CD200,send IL2,send COMPLEMENT,receive VEGF,send NCAM,send SEMA6,send LAIR1,send PARs,send CCL,send GRN,send VISTA,send MIF,send GALECTIN,receive THBS,receive TENASCIN,receive MK,receive PTN,send IL16,send LCK,receive IL2,receive IL7,receive SELPLG,send SELL,receive CD52,send TGFb,send LAMININ,send THY1,send VEGF,send SEMA3,send SEMA7,send RANKL,receive EPHA,receive EPHB,receive COLLAGEN,send SEMA4,send CD52,send PSAP
receive RANKL,0.2874958894158642,-0.1912188380641269,0.2965856519244298,0.1825904508714181,0.2685177285529527,0.2096379945590421,0.2714691902950967,0.0,0.2684546249573893,0.0,0.2018094053680318,0.0,0.2609184810297558,0.0,0.0,0.0,0.0,0.0,0.2484986859950797,0.0,0.0,0.0,0.2687679413580612,0.0,0.2449068111304179,0.2748372617685866,0.0,0.1907770343746737,0.2640767713782486,0.0,0.2215012953270312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3268767783000233,0.3268767783000232,0.0,0.0,0.4427232366883825,0.4427232366883825,0.388285157821101,0.388285157821101,0.1997452752999024,0.2743893107864747,0.2444406403719166,0.0,0.2039858002791913,0.2742712678800065,0.2373835362249105,0.0,0.0,0.0,0.2079965904522351,0.3321252781656672,0.3389646410195598,0.1738655297351366,0.2242329223487527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1802515661849609,0.0,0.0,0.0,0.0,0.2115645731287019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1848550791337381,0.0,0.0,0.3261457600803688,0.2371624610534755,0.0,0.0,0.0,0.0,0.0,0.0,0.2517724316585926,0.0,0.2169431208254361,0.2169431208254361,0.1933866255235726,0.2117912970462263,0.2321613327632784,0.2524306049825633,0.2322349672581404,0.231996967400179,0.266400392797004,0.2097742517178591,0.0,0.0,0.2363886833686861,0.2363886833686861,0.2545833493798987,0.2739668366487077,0.2774456107601615,0.243543744545245,0.2039439739100513,0.2274598267446474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2036193031029496,0.1992166936383222,0.2151305354487798,-0.1911372458231282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1936748217576871,-0.22236273465269,-0.2277174143750323,0.0,0.0,0.0,0.0,-0.2070490405431949,0.0,0.1875530791930611,0.2057924984756089,0.0,0.1852485218348383
send IGF,0.1903402623838521,0.0,0.2996022548053942,0.0,0.3927415098158545,0.1999997460241731,0.2018804415103259,0.1855631024560338,0.0,0.0,0.0,0.1760469163515834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193797383238031,0.0,0.2439033498949087,0.2604043696715768,0.0,0.2025382723663714,0.1933172845730043,0.0,0.0,0.0,0.0,0.0,0.3053067831480291,0.2195594465443065,0.0,0.18248330485279,0.0,0.0,0.0,0.2829126049415809,0.3357903545954472,0.3357903545954471,0.0,0.0,0.3447566846362527,0.3447566846362528,0.3041890016261669,0.3041890016261669,0.2400089507314748,0.2645234851648199,0.1785579017254326,0.1787593269854517,0.1882594629579358,0.0,0.1928249516231421,0.0,0.0,0.0,0.3290608380008032,0.0,0.0,0.1992556368745978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2441387329811508,0.0,0.0,0.0,0.0,0.0,0.191232062540609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240364371984232,0.1922610304767257,0.2138545098081859,0.2555165059394323,0.1852916825688617,0.180274322422827,0.0,0.0,0.2066247930807256,0.3651940175101829,0.3346696382919805,0.3346696382919805,0.2292419397484447,0.2567624357107114,0.1928539739525741,0.2453709690148783,0.2600501861378745,0.3157662477605873,0.3097658647257282,0.3316868295802122,0.1924926259103127,0.1934849819813455,0.178416338901151,0.178416338901151,0.3357657341247793,0.334508922946276,0.2493358998037826,0.2707361445749733,0.2578439744691259,0.2061790161953471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2305254857032512,0.0,0.0,0.0,0.2243817087040783,0.0,0.0,0.2061938605038092,0.0,0.0,0.0,0.0,0.0,0.2498863978993534,0.309869135790912,0.250249972278471,-0.2840037702751675,-0.2610130866556109,0.0,0.0,0.0,0.0,0.0,-0.2402009552537598,-0.2330572614742939,-0.2218611104459938,-0.1944963260649826,-0.2136982149325156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1997500874834371,0.0,0.2854761150611019,0.1821404196509302,0.0,0.22274913616067
receive BST2,0.2473086564839636,0.0,0.4824231013808315,0.2884414963577529,0.2736697137801622,0.1875026268317049,0.2340073667395775,0.0,0.0,0.0,0.0,0.0,0.2188890716171424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665564599596949,0.0,0.1736469312754532,0.2596463437398584,0.2096696579873793,0.0,0.2017088050404397,0.0,0.0,0.0,0.0,0.0,0.1939808493375781,0.0,0.0,0.0,0.0,0.0,0.0,0.221861609458988,0.2297951439389395,0.2297951439389395,0.4427232366883825,0.3447566846362527,0.0,0.0,0.401788392924747,0.401788392924747,0.2548425655355276,0.2092187017501656,0.2846684037201464,0.2267075321465441,0.0,0.2060280870606889,0.0,0.0,0.0,0.0,0.2424793578803065,0.3659131045781462,0.3784050600968198,0.0,0.2357686393538832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2417929078658468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2982691121323722,0.2574793562258081,0.2245424833058538,0.0,0.0,0.2217916132477705,0.0,0.0,0.0,0.3122809887755451,0.3099474267924861,0.3099474267924861,0.2498239921741724,0.2617756888685897,0.2506469230120625,0.2666099284532865,0.2676004790225861,0.2468472735805754,0.3201995721320415,0.2617610834996468,0.1913677621410224,0.1942892246886848,0.1883448751376901,0.1883448751376901,0.3225120562492087,0.3026513398603855,0.2168648508956704,0.2486545956361641,0.1821590195383949,0.1871740914986416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2126663361523043,0.1829749845560266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2105499630616615,0.2272448195368057,0.2132485329161469,-0.2346186571618027,-0.1786730222660736,0.0,0.0,0.0,0.0,0.0,-0.2671256483576612,0.0,0.0,-0.194434059026601,-0.1983392062537074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053099687040035,0.2094821362582845,0.1744258121851983,0.2417373374834269
receive LAIR1,0.2473086564839636,0.0,0.4824231013808315,0.2884414963577528,0.2736697137801623,0.1875026268317049,0.2340073667395775,0.0,0.0,0.0,0.0,0.0,0.2188890716171424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665564599596949,0.0,0.1736469312754532,0.2596463437398584,0.2096696579873793,0.0,0.2017088050404397,0.0,0.0,0.0,0.0,0.0,0.1939808493375781,0.0,0.0,0.0,0.0,0.0,0.0,0.221861609458988,0.2297951439389395,0.2297951439389394,0.4427232366883825,0.3447566846362528,0.0,0.0,0.4017883929247469,0.4017883929247469,0.2548425837348751,0.2092187017501656,0.2846684037201464,0.2267075321465441,0.0,0.2060280870606889,0.0,0.0,0.0,0.0,0.2424793578803065,0.3659131045781461,0.3784050600968198,0.0,0.2357686393538831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2417929078658467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2982691121323723,0.2574793562258081,0.2245424833058537,0.0,0.0,0.2217916132477705,0.0,0.0,0.0,0.3122809887755452,0.3099474267924861,0.3099474267924861,0.2498239921741724,0.2617756888685897,0.2506469230120626,0.2666099284532865,0.2676004790225861,0.2468472735805753,0.3201995721320415,0.2617610834996468,0.1913677621410224,0.1942892246886848,0.1883448751376901,0.1883448751376901,0.3225120562492088,0.3026513398603855,0.2168648508956704,0.2486545956361641,0.1808070703225223,0.1871740914986417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2126663361523042,0.1829749845560266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2105499630616615,0.2272448195368057,0.2132485329161469,-0.2346186571618028,-0.1786730222660736,0.0,0.0,0.0,0.0,0.0,-0.2671256483576612,0.0,0.0,-0.194434059026601,-0.1983392062537074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053099687040035,0.2094821362582846,0.1744258121851984,0.2417373374834269
receive CADM,0.2135557874321065,0.0,0.4599943500614911,0.2750859937872567,0.3855810879351887,0.2302124838885101,0.2454539245602456,0.2090899863339944,0.1775676531644167,0.1927617606483962,0.0,0.0,0.2794022738723064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1893445124334825,0.294714463833449,0.0,0.2608336701774109,0.193653117748511,0.0,0.0,0.2282723788393422,0.0,0.0,0.0,0.0,0.0,0.2259155110796153,0.1956303659146885,0.0,0.0,0.0,0.0,0.0,0.2432953386721381,0.3049287848339482,0.3049287848339482,0.388285157821101,0.3041890016261669,0.401788392924747,0.4017883929247469,0.0,0.0,0.1731221746432546,0.2775627646148789,0.2534858463167836,0.2021400963021621,0.0,0.2301835415519819,0.1804308647598433,0.0,0.0,0.0,0.2597163887542202,0.3275533458598009,0.3515722483053098,0.0,0.1836686137387591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278683439230817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3104197807019561,0.3088150587218792,0.2133192373470839,0.3175238723160373,0.3457654082364383,0.0,0.0,0.1947960264123976,0.1759266961527796,0.2144975657263208,0.2232024457116645,0.2232024457116646,0.2045999483178714,0.2248685878103494,0.2205992183454051,0.206162853379154,0.2030698223956832,0.3035958763108697,0.3002469823622206,0.2118237294607041,0.0,0.2053359907212791,0.187828085003755,0.187828085003755,0.2923932428632628,0.2753288790750906,0.1870571210594827,0.0,0.0,0.2055280060642012,0.0,-0.1805500425771666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2404555052059659,0.2424304010649129,0.1921775073530404,-0.1867705076996242,-0.1985965290577228,0.0,0.2035655938125579,0.0,0.0,0.0,-0.1888057858965604,0.0,0.0,-0.1957810640656541,-0.2092826225446483,0.0,-0.2436900995460839,0.0,-0.1869906849054874,0.0,0.0,0.0,0.0,-0.2324492815161398,0.0,0.2154079643589054,0.2071494149342403,0.2020793232492253,0.277527084395583
send CADM,0.2372084722604344,0.0,0.4599943500614911,0.2750859937872567,0.3855810879351886,0.2302124838885101,0.2454539245602456,0.2090899863339944,0.1775676531644167,0.1927617606483962,0.0,0.0,0.2794022738723065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1893445124334825,0.294714463833449,0.0,0.2608336701774109,0.193653117748511,0.0,0.0,0.2282723788393422,0.0,0.0,0.0,0.0,0.0,0.2259155110796153,0.1956303659146885,0.0,0.0,0.0,0.0,0.0,0.2432953386721381,0.3049287848339482,0.3049287848339482,0.388285157821101,0.3041890016261669,0.401788392924747,0.4017883929247469,0.0,0.0,0.1731221746432545,0.2775627646148789,0.2534858463167836,0.2021400963021621,0.0,0.2301835415519819,0.1804308647598433,0.0,0.0,0.0,0.2597163887542202,0.3275533458598009,0.3515722483053098,0.0,0.1836686137387591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278683439230817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3104197807019561,0.3088150587218792,0.2133192373470839,0.3175238723160373,0.3457654082364383,0.0,0.0,0.1947960264123976,0.1759266961527796,0.2144975657263208,0.2232024457116645,0.2232024457116645,0.2045999483178714,0.2248685878103493,0.2207475401235572,0.206162853379154,0.2030698223956832,0.2943131775151816,0.3002469823622204,0.2118237294607041,0.0,0.2053359907212791,0.187828085003755,0.187828085003755,0.2923932428632628,0.2753288790750906,0.1870571210594827,0.0,0.0,0.2055280060642012,0.0,-0.1805500425771666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2452365382925304,0.2424304010649129,0.1921775073530404,-0.1867705076996242,-0.1985965290577228,0.0,0.2035655938125579,0.0,0.0,0.0,-0.1888057858965604,0.0,0.0,-0.1957810640656541,-0.2092826225446483,0.0,-0.2436900995460839,0.0,-0.1869906849054874,0.0,0.0,0.0,0.0,-0.2324492815161398,0.0,0.2202314606873222,0.2071494149342403,0.2020793232492253,0.277527084395583
receive BMP,0.2240616605395629,0.0,0.2925133763107926,0.0,0.2069785446945762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2375594416841664,0.0,0.0,0.1810647078567721,0.0,0.2692671064823824,0.0,0.0,0.0,0.2818964332861161,0.2424228425405754,0.0,0.3507312063213033,0.2204514803972317,0.2238868131730981,0.0,0.0,0.0,0.0,0.1997452752999024,0.2400089507314748,0.2548425655355276,0.2548425837348751,0.1731221746432546,0.1731221746432545,0.0,0.3401741354782633,0.0,0.0,0.0,0.0,0.1895816486560309,0.0,0.0,0.0,0.0,0.3203840983293463,0.2922194634470135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1756821986640873,0.176351767696132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295491153893388,0.3410888988240956,0.3410888988240956,0.1731688318213925,0.2200765988908751,0.1979796064757812,0.2569396377475453,0.275018912913422,0.0,0.1820040025480975,0.0,0.2061023983501277,0.0,0.0,0.0,0.1877116528186659,0.19674723204834,0.2061899588558632,0.2229444193261139,0.2430443130573473,0.197961097865007,0.0,0.0,0.0,0.0,0.0,0.1828756841872273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3140111716587543,0.2272391581323856,0.0,0.2790901088745075,0.0,0.200477761357166,0.0,0.2925658152781086,0.0,0.182070829200398,0.2343088548335928,0.3018987712616615,0.0,-0.2436049596626806,0.2177794471216149,0.0,0.0,0.0,0.0,-0.1857814999235545,-0.1884151741258312,-0.1794431547956163,0.0,0.0,-0.1875540925580422,-0.1812818068222519,0.0,-0.1815774839014895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send BAFF,0.2413251775883672,0.0,0.1937623359762186,0.1792492685390046,0.5161062267710792,0.1908727901230057,0.0,0.180923953978232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1973846190336689,0.1833865244696398,0.2928455294730089,0.0,0.2284938334778519,0.2143061840484056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2743893107864747,0.2645234851648199,0.2092187017501656,0.2092187017501656,0.2775627646148789,0.2775627646148789,0.3401741354782633,0.0,0.1942141880125522,0.0,0.1819977214462097,0.0,0.0,0.0,0.0,0.0,0.1770798054161468,0.3026112213623337,0.3267567178281968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2180441947927583,0.2163641897857424,0.3251467105346397,0.0,0.0,0.0,0.1797739693281932,0.3023931442461726,0.4422432037204467,0.4422432037204467,0.2704638630958821,0.2848715230563612,0.2976810949418126,0.3272184713817634,0.3441601253642104,0.2103949742816233,0.0,0.0,0.1791506675757393,0.0,0.0,0.0,0.1815894767062398,0.2015428518198214,0.2411770506095049,0.2495094741937451,0.1854918901878311,0.2393757158888852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2973498148726077,0.2241647041702109,0.0,0.3596778883576161,0.2418322443452159,0.3132328437918943,0.0,0.2643587998631442,0.0,0.1772123825034103,0.298433416597131,0.3299854604769084,-0.2112694002027555,-0.2505680474975214,0.0,0.0,0.0,0.0,0.0,-0.209721359129397,0.0,0.0,0.0,0.0,0.0,-0.252210514800089,0.0,-0.1784247494813669,0.0,0.0,0.0,0.0,-0.1980255562632941,-0.1825311669634871,0.0,0.2584728102335611,0.0,0.0
send BMP,0.0,0.0,0.0,0.2059088351898005,0.0,0.176572345579052,0.0,0.0,0.1797643261688353,0.179002654961063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1744410715913792,0.2431653661863023,0.0,0.2797787085131775,0.242454617471858,0.0,0.1873727263764381,0.2823814822053407,0.0,0.2480926576935201,0.3000484760009425,0.3099790876430474,0.0,0.3477438902765976,0.2156808036433805,0.1908336428163899,0.0,0.2431751097705496,0.0,0.0,0.2444406403719166,0.1785579017254326,0.2846684037201464,0.2846684037201464,0.2534858463167836,0.2534858463167836,0.0,0.1942141880125522,0.0,0.0,0.2091085359773446,0.2109191222299209,0.2612908321934382,0.0,0.0,0.0,0.0,0.3081972545010237,0.3435922201493399,0.0,0.2069299623617748,0.0,-0.2000784990446871,0.0,0.1905318095935586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2251557123326631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2210597641403457,0.2799029755346144,0.0,0.0,0.0,0.2917123710133958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2523371570671514,0.0,0.2159517677216474,0.2050435122260175,0.2753965945547296,0.2851910964520966,0.2011328316701419,0.0,0.2424313255680627,0.0,0.0,0.0,0.0,0.0,0.0,0.2170414608248482,0.181843812504388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187941127816566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1966362681524617,0.0,0.0,0.0,0.0,0.2366050003532803,0.0,0.0,0.0,0.0,0.2276377847691726,0.0,0.0,0.0,-0.1925389545885107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive TGFb,0.0,0.0,0.1807713634658965,0.0,0.0,0.206454202553971,0.2613909840540062,0.0,0.1950240483852058,0.0,0.1869792157990146,0.0,0.0,0.2233561650724566,0.0,0.0,0.0,0.1856225611892886,0.2289703816167877,0.239034244020049,0.0,0.3227898519620206,0.3025531877467853,0.0,0.0,0.0,0.0,0.0,0.1799624475663066,0.0,0.1792704497313023,0.2265031048991495,0.0,0.0,0.2324377102694643,0.3130425676744053,0.0,0.1940984401810056,0.0,0.0,0.0,0.1749172061644614,0.0,0.0,0.0,0.1787593269854517,0.2267075321465441,0.2267075321465441,0.2021400963021621,0.2021400963021621,0.0,0.0,0.0,0.0,0.1836230929309713,0.2302257210668833,0.0,0.0,0.0,0.0,0.1805967304684909,0.1830861288445202,0.1795889672459545,0.0,0.186448290461176,0.0,-0.1909079971556085,0.0,0.0,0.0,0.0,0.1775413784957764,0.0,0.0,0.1966432194153031,0.2072938401119161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1930130364715981,0.0,0.0,0.0,0.3336620038007264,0.0,0.2057541366259641,0.0,0.0,0.0,0.0,0.0,0.3051057199746268,0.0,0.0,0.0,0.1946842853046056,0.0,0.174876820384728,0.0,0.0,0.2414335490384117,0.2414335490384117,0.2306390288999485,0.2440307917683674,0.1896953747526316,0.0,0.1767387876329146,0.201359431371065,0.0,0.2125794909877086,0.0,0.0,0.0,0.0,0.1768490465422209,0.2098738269247043,0.0,0.284943856485812,0.2053669042179636,0.2125165530395389,0.2211073529562469,0.1802596678057274,0.1802596678057274,0.0,0.0,0.1966432194153031,0.0,-0.1963828353096807,-0.182372088304487,0.0,0.0,0.0,0.2084763219003705,0.0,0.0,0.0,0.0,0.0,0.2064363125432978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1727664160848782,0.0,0.0,0.0,0.185250211222959,0.0,0.0,0.1826706296904953
send PDGF,0.2267283926363558,-0.1784522728212508,0.2734355608467559,0.0,0.0,0.2267714340695495,0.223118723183149,0.0,0.2321560136744098,0.0,0.2029627935555312,0.0,0.1964115781462452,0.0,0.0,0.0,0.0,0.0,0.2136282660509999,0.0,0.0,0.0,0.173828655513713,0.0,0.2261932507387733,0.0,0.0,0.2909460389640025,0.2286722444177956,0.0,0.1918797407366125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2829540538026271,0.2829540538026271,0.2039858002791913,0.1882594629579358,0.0,0.0,0.0,0.0,0.0,0.1819977214462097,0.2091085359773446,0.1836230929309713,0.0,0.204719093488848,0.2174213212170655,0.0,0.0,0.0,0.1964295876068724,0.1969262657230745,0.1736414635041168,0.0,0.0,0.0,0.0,0.0,0.2710344404516624,0.0,0.0,0.0,0.0,0.0,0.0,0.1868544643483426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1781102053797019,0.1781102053797019,0.1744736266579787,0.2190364422492517,0.1979249568587543,0.2218674017664627,0.2265049424615766,0.199484492846608,0.1774978627252226,0.1839292155281944,0.0,0.0,0.0,0.0,0.0,0.0,0.1952134837795098,0.2017317799814096,0.2565306180037872,0.1944940262137129,0.0,0.218869221879006,0.2424755263756511,0.2431035529936352,0.0,0.1912329526889777,0.0,0.2215959140422459,0.0,0.2179707488743737,0.178043080437223,0.0,0.2255533612286496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2230735742778147,0.0,0.1984522262087571,0.188748089254768,0.1889733135601644,0.0,0.0,0.0,0.0,0.0,0.0,-0.1797497978792131,0.0,0.0,0.0,0.0,0.0,-0.2356222971291037,0.0,0.0,-0.1927827863175946,0.0,0.0,0.0,0.0,0.0,0.0,0.1736991280001315,0.0,0.0,0.0
send GAS,0.0,0.0,0.2138334281662555,0.0,0.0,0.1926228184471936,0.2128906495176379,0.2536789635057414,0.0,0.3215353254878386,0.2375129685251961,0.0,0.1986734737620938,0.0,-0.2052748828704306,0.0,0.0,0.0,0.0,0.0,0.0,0.2033354057117864,0.2852068217372474,-0.2040891918026011,0.0,0.0,0.0,0.0,0.2068224974127881,0.0,0.0,0.0,0.0,0.0,0.0,0.2034099585041789,0.0,0.0,0.0,0.0,0.0,0.0,0.2077670368292352,0.2077670368292351,0.2742712678800065,0.0,0.2060280870606889,0.2060280870606889,0.2301835415519819,0.2301835415519819,0.0,0.0,0.2109191222299209,0.2302257210668833,0.204719093488848,0.0,0.0,0.1928989666022799,-0.1770282621368483,0.0,0.2614861605251428,0.0,0.0,0.295621441672615,0.2063192671453417,0.0,-0.2090134740414702,0.0,0.0,0.0,0.0,0.2482526453132598,0.0,0.0,0.2135918850313836,0.2371066163201983,0.0,0.1987773399705139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1940065098629189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3132707532456689,0.1927939069719941,0.0,0.0,0.1786950687046398,0.0,0.0,0.0,0.0,0.2534287063599508,0.2534287063599508,0.2092038289854374,0.0,0.0,0.0,0.0,0.2310430046690861,0.0,-0.1987459937057519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2362887836270279,0.1739002732118569,0.1739002732118569,0.0,0.0,0.2135918850313836,0.0,0.0,0.0,0.0,0.0,-0.18207846849292,0.199061068115237,0.0,0.0,0.0,0.0,-0.2085791241416419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2523630017601851,0.0,0.0,0.0,0.0,0.1796531577019442,0.0,0.18961864355032
